date,symbol,side,price,shares,gross_value,fee,tax,cost_basis,realized_pnl,slippage_rate,close
2022-01-10,000630,BUY,35.073243953481885,8500,298122.573604596,89.4367720813788,0.0,0.0,0.0,0.0005,35.37912527745955
2022-01-10,601899,BUY,73.0280897340888,4100,299415.16790976404,89.82455037292921,0.0,0.0,0.0,0.0005,71.33088090570565
2022-01-10,600362,BUY,9.579775723744204,31300,299846.9801531936,89.95409404595807,0.0,0.0,0.0,0.0005,9.571426616864567
2022-01-17,000630,SELL,36.85614658099207,100,3685.6146580992067,1.1056843974297619,3.685614658099207,3507.3243953481883,173.4989636954897,0.0005,35.9352777727257
2022-01-17,600362,SELL,10.516074893640273,1900,19980.54229791652,5.9941626893749556,19.98054229791652,18201.573875113987,1752.9937178152431,0.0005,10.155982221063844
2022-01-17,601899,BUY,70.40385598627556,300,21121.156795882667,6.336347038764799,0.0,0.0,0.0,0.0005,70.2842912865776
2022-01-24,601899,SELL,70.33494577785935,100,7033.494577785935,2.1100483733357804,7.033494577785935,7302.80897340888,-278.45793857406716,0.0005,72.41300372889182
2022-01-24,600362,SELL,10.570995412718815,300,3171.2986238156445,0.9513895871446932,3.1712986238156446,2873.932717123261,293.2432184814229,0.0005,10.492521741110313
2022-01-24,000630,BUY,36.18098914003445,100,3618.098914003445,1.0854296742010334,0.0,0.0,0.0,0.0005,36.31306777088392
2022-01-31,601899,SELL,75.1316494716579,100,7513.164947165789,2.2539494841497367,7.513164947165789,7302.80897340888,200.58885932559406,0.0005,75.9976135584394
2022-01-31,600362,SELL,11.017932244908042,100,1101.7932244908043,0.3305379673472413,1.1017932244908042,957.9775723744203,142.38332092454584,0.0005,10.994602241744396
2022-01-31,000630,BUY,36.60787882351884,200,7321.575764703768,2.19647272941113,0.0,0.0,0.0,0.0005,36.24520436422506
2022-02-07,601899,SELL,78.85920820936882,200,15771.841641873763,4.731552492562129,15.771841641873763,14605.61794681776,1145.7203009215682,0.0005,78.55016729644767
2022-02-07,600362,SELL,11.5123158563984,1100,12663.54744203824,3.7990642326114714,12.66354744203824,10537.753296118624,2109.331534244966,0.0005,11.699579773358655
2022-02-07,000630,BUY,33.76580688401744,800,27012.64550721395,8.103793652164185,0.0,0.0,0.0,0.0005,33.00259403294262
2022-02-14,600362,SELL,12.493029635959132,2200,27484.66519911009,8.245399559733027,27.484665199110093,21075.50659223725,6373.428542114001,0.0005,12.471424779639458
2022-02-14,000630,BUY,31.60240408789607,600,18961.442452737643,5.6884327358212925,0.0,0.0,0.0,0.0005,31.677942528084653
2022-02-14,601899,BUY,77.34305745710317,100,7734.305745710317,2.320291723713095,0.0,0.0,0.0,0.0005,76.13898096317497
2022-02-21,000630,SELL,31.979369088790556,100,3197.9369088790554,0.9593810726637165,3.1979369088790555,3507.3243953481883,-313.54480445067566,0.0005,30.89137739680683
2022-02-21,600362,SELL,12.70425840733035,300,3811.277522199105,1.1433832566597315,3.8112775221991053,2873.932717123261,932.390144296985,0.0005,12.856025546185323
2022-02-21,601899,BUY,76.0352573666586,100,7603.52573666586,2.281057720999758,0.0,0.0,0.0,0.0005,76.58850785680234
2022-02-28,601899,SELL,77.17185426772821,100,7717.18542677282,2.315155628031846,7.71718542677282,7302.80897340888,404.3441123091361,0.0005,78.62211392145286
2022-02-28,600362,SELL,12.946847977549298,600,7768.108786529579,2.3304326359588736,7.76810878652958,5747.865434246522,2010.1448108605691,0.0005,13.253851018319988
2022-02-28,000630,BUY,30.49623268021447,500,15248.116340107234,4.57443490203217,0.0,0.0,0.0,0.0005,30.78909860420967
2022-03-07,600362,SELL,13.261606199071219,1200,15913.927438885463,4.774178231665639,15.913927438885462,11495.730868493045,4397.508464721866,0.0005,13.067299451117565
2022-03-07,000630,BUY,28.63478136079079,400,11453.912544316316,3.4361737632948945,0.0,0.0,0.0,0.0005,28.757042755101
2022-03-07,601899,BUY,74.02501615816082,100,7402.501615816082,2.2207504847448245,0.0,0.0,0.0,0.0005,73.94714849568375
2022-03-14,600362,SELL,13.582588520370898,600,8149.553112222538,2.4448659336667613,8.149553112222538,5747.865434246522,2391.0932589301265,0.0005,13.216511653759396
2022-03-14,000630,BUY,27.88100825444617,300,8364.30247633385,2.509290742900155,0.0,0.0,0.0,0.0005,27.964334168377253
2022-03-21,601899,SELL,77.29544554563925,200,15459.08910912785,4.637726732738354,15.45908910912785,14605.61794681776,833.3743464682229,0.0005,76.30816582031177
2022-03-21,000630,BUY,27.585161959220287,200,5517.032391844057,1.655109717553217,0.0,0.0,0.0,0.0005,27.40766417148824
2022-03-21,600362,BUY,13.546862979930834,400,5418.7451919723335,1.6256235575917,0.0,0.0,0.0,0.0005,13.448612024293451
2022-03-28,000630,BUY,26.942857015916907,200,5388.571403183381,1.6165714209550142,0.0,0.0,0.0,0.0005,27.06233849384597
2022-04-04,000630,SELL,27.421482163513907,200,5484.296432702781,1.6452889298108342,5.484296432702782,7014.648790696377,-1537.4819433561088,0.0005,27.3258421932549
2022-04-04,601899,BUY,76.14422133926912,100,7614.4221339269125,2.2843266401780737,0.0,0.0,0.0,0.0005,78.56052953721021
2022-04-04,600362,BUY,13.23862085958522,200,2647.724171917044,0.7943172515751131,0.0,0.0,0.0,0.0005,13.244139997344856
2022-04-11,000630,SELL,26.592594828918102,100,2659.2594828918104,0.7977778448675431,2.6592594828918106,3507.3243953481883,-851.5219497841372,0.0005,27.034453400852133
2022-04-11,600362,SELL,13.060235727276241,500,6530.117863638121,1.9590353590914362,6.530117863638121,4789.887861872102,1731.7408485432898,0.0005,12.712111624401064
2022-04-11,601899,BUY,70.75599826750113,100,7075.599826750113,2.122679948025034,0.0,0.0,0.0,0.0005,70.638588916984
2022-04-18,000630,SELL,27.229505302340815,200,5445.901060468163,1.6337703181404488,5.445901060468164,7014.648790696377,-1575.8274016068217,0.0005,27.85911722467595
2022-04-18,600362,BUY,12.71579701853002,700,8901.057912971015,2.6703173738913044,0.0,0.0,0.0,0.0005,12.627196633298052
2022-04-25,000630,SELL,26.68477405248732,100,2668.477405248732,0.8005432215746195,2.668477405248732,3507.3243953481883,-842.3160107262797,0.0005,26.122937763730413
2022-05-02,600362,BUY,12.113169431188357,300,3633.9508293565073,1.0901852488069521,0.0,0.0,0.0,0.0005,12.131321019445489
2022-05-09,000630,SELL,28.09675830084799,500,14048.379150423996,4.214513745127198,14.048379150423996,17536.621976740942,-3506.5057192124987,0.0005,28.772296853587225
2022-05-09,600362,SELL,12.371482742165405,200,2474.296548433081,0.7422889645299243,2.474296548433081,1915.9551447488407,555.1248181712776,0.0005,12.015262448696438
2022-05-09,601899,BUY,66.34241997676057,200,13268.483995352113,3.9805451986056335,0.0,0.0,0.0,0.0005,65.95640187080849
2022-05-16,000630,SELL,28.681938492376034,400,11472.775396950414,3.441832619085124,11.472775396950414,14029.297581392753,-2571.436792458375,0.0005,28.469165789608905
2022-05-16,601899,BUY,63.85594360928532,100,6385.594360928532,1.9156783082785596,0.0,0.0,0.0,0.0005,65.23612445836245
2022-05-16,600362,BUY,11.618562077054516,1000,11618.562077054516,3.4855686231163543,0.0,0.0,0.0,0.0005,11.428169814398824
2022-05-23,000630,SELL,28.82797515270408,100,2882.797515270408,0.8648392545811223,2.882797515270408,3507.3243953481883,-628.2745168476317,0.0005,29.021083256869865
2022-05-23,600362,BUY,11.405194580120122,400,4562.077832048049,1.3686233496144145,0.0,0.0,0.0,0.0005,11.427334621537865
2022-05-30,000630,SELL,28.405912189476446,100,2840.5912189476444,0.8521773656842933,2.8405912189476443,3507.3243953481883,-670.4259449851761,0.0005,28.69171762183458
2022-05-30,600362,BUY,11.105496573088177,100,1110.5496573088176,0.33316489719264525,0.0,0.0,0.0,0.0005,11.308906148267576
2022-06-06,600362,SELL,12.184840936068442,1200,14621.80912328213,4.386542736984638,14.62180912328213,11495.730868493045,3107.069902928819,0.0005,12.477273701636935
2022-06-06,601899,BUY,62.74088605975515,200,12548.17721195103,3.7644531635853085,0.0,0.0,0.0,0.0005,61.04428226930436
2022-06-13,000630,BUY,28.38244811642527,100,2838.244811642527,0.8514734434927581,0.0,0.0,0.0,0.0005,29.367649491013697
2022-06-20,000630,SELL,29.824589425249265,500,14912.294712624633,4.473688413787389,14.912294712624632,17536.621976740942,-2643.713247242722,0.0005,30.424673587804136
2022-06-20,601899,BUY,57.78125222689148,200,11556.250445378297,3.4668751336134886,0.0,0.0,0.0,0.0005,56.25085223913255
2022-06-20,600362,BUY,11.70523572447808,200,2341.047144895616,0.7023141434686847,0.0,0.0,0.0,0.0005,11.626896971144149
2022-06-27,000630,SELL,31.15252114699435,300,9345.756344098305,2.8037269032294914,9.345756344098305,10521.973186044566,-1188.3663251935905,0.0005,32.052125389734655
2022-06-27,600362,SELL,12.08829654319887,600,7252.977925919322,2.1758933777757963,7.252977925919322,5747.865434246522,1495.6836203691046,0.0005,12.118626649432878
2022-06-27,601899,BUY,55.206517561607704,300,16561.95526848231,4.9685865805446925,0.0,0.0,0.0,0.0005,55.802356326103606
2022-07-04,000630,SELL,32.37567038882952,100,3237.567038882952,0.9712701116648855,3.2375670388829523,3507.3243953481883,-273.96619361578405,0.0005,32.43806767581317
2022-07-04,600362,SELL,13.018599518332207,1100,14320.459470165428,4.296137841049628,14.320459470165428,10537.753296118624,3764.0895767355887,0.0005,13.72657927860802
2022-07-04,601899,BUY,53.966735548693705,200,10793.347109738741,3.238004132921622,0.0,0.0,0.0,0.0005,53.40051249611554
2022-07-11,600362,SELL,14.090214022368114,1700,23953.363838025794,7.186009151407737,23.953363838025794,16285.618730365146,7636.605734671215,0.0005,14.642813828884876
2022-07-11,000630,BUY,30.935931203194595,500,15467.965601597298,4.640389680479189,0.0,0.0,0.0,0.0005,30.692966600072857
2022-07-11,601899,BUY,52.39708891412055,200,10479.41778282411,3.1438253348472327,0.0,0.0,0.0,0.0005,53.02835538561641
2022-07-18,000630,SELL,31.532776190896328,100,3153.277619089633,0.9459832857268898,3.153277619089633,3507.3243953481883,-358.14603716337206,0.0005,30.58880308721453
2022-07-18,600362,SELL,14.449635099832566,300,4334.89052994977,1.3004671589849308,4.33489052994977,2873.932717123261,1455.3224551375738,0.0005,14.231462998548588
2022-07-18,601899,BUY,51.443133108112725,200,10288.626621622545,3.086587986486763,0.0,0.0,0.0,0.0005,51.87201290050603
2022-07-25,000630,SELL,30.180308987428106,100,3018.0308987428107,0.9054092696228431,3.018030898742811,3507.3243953481883,-493.2169367737433,0.0005,30.31839905384214
2022-07-25,601899,SELL,50.96936894390909,200,10193.873788781817,3.058162136634545,10.193873788781817,14605.61794681776,-4424.996193961359,0.0005,49.1373449577487
2022-07-25,600362,BUY,13.099737974273689,1100,14409.711771701057,4.322913531510316,0.0,0.0,0.0,0.0005,12.766644914237204
2022-08-01,000630,SELL,30.299770160580785,200,6059.954032116157,1.817986209634847,6.059954032116157,7014.648790696377,-962.5726988219712,0.0005,31.00859292207841
2022-08-01,600362,BUY,12.420974331599178,700,8694.682032119425,2.6084046096358273,0.0,0.0,0.0,0.0005,12.009307298070262
2022-08-08,601899,SELL,53.56621608891712,400,21426.48643556685,6.427945930670055,21.42648643556685,29211.23589363552,-7812.603890434908,0.0005,52.48973601185104
2022-08-08,000630,BUY,29.220668268061978,400,11688.26730722479,3.506480192167437,0.0,0.0,0.0,0.0005,29.623138763716906
2022-08-08,600362,BUY,12.265918454887851,500,6132.959227443926,1.8398877682331776,0.0,0.0,0.0,0.0005,12.312061177919787
2022-08-15,000630,SELL,29.336679388559936,100,2933.6679388559937,0.880100381656798,2.9336679388559936,3507.3243953481883,-577.4702248127073,0.0005,30.44862930720033
2022-08-15,600362,SELL,12.410013011980851,400,4964.00520479234,1.4892015614377019,4.96400520479234,3831.9102894976813,1125.6417085284284,0.0005,11.900421587702205
2022-08-15,601899,BUY,51.2284939036979,200,10245.69878073958,3.0737096342218737,0.0,0.0,0.0,0.0005,50.67470802700741
2022-08-22,600362,SELL,13.067349686417272,800,10453.879749133817,3.1361639247401447,10.453879749133817,7663.820578995363,2776.4691264645808,0.0005,13.198720321337897
2022-08-22,000630,BUY,29.30738507877641,200,5861.477015755282,1.7584431047265845,0.0,0.0,0.0,0.0005,28.13874099025428
2022-08-22,601899,BUY,51.78065320268277,100,5178.065320268277,1.5534195960804829,0.0,0.0,0.0,0.0005,51.8375402242192
2022-08-29,601899,SELL,52.1068912328835,100,5210.68912328835,1.5632067369865048,5.21068912328835,7302.80897340888,-2098.893745980804,0.0005,53.34329164127194
2022-08-29,600362,BUY,13.002136388398164,200,2600.427277679633,0.7801281833038898,0.0,0.0,0.0,0.0005,13.201481139429722
2022-09-05,600362,SELL,12.777503102816366,100,1277.7503102816365,0.3833250930844909,1.2777503102816365,957.9775723744203,318.1116625038501,0.0005,12.405250213699446
2022-09-05,000630,BUY,28.46414393845644,100,2846.414393845644,0.8539243181536932,0.0,0.0,0.0,0.0005,27.92292197590824
2022-09-12,601899,SELL,51.184361985268296,100,5118.43619852683,1.5355308595580488,5.11843619852683,7302.80897340888,-2191.0267419401353,0.0005,50.64753681386711
2022-09-12,600362,BUY,12.28780513404964,500,6143.902567024819,1.8431707701074456,0.0,0.0,0.0,0.0005,12.053829952083133
2022-09-19,601899,SELL,50.97130485534392,100,5097.1304855343915,1.5291391456603174,5.097130485534391,7302.80897340888,-2212.3047575056835,0.0005,49.62482675250168
2022-09-19,600362,BUY,11.553325018781644,800,9242.660015025314,2.772798004507594,0.0,0.0,0.0,0.0005,11.980708971463145
2022-09-26,601899,SELL,53.10895036396018,100,5310.895036396018,1.5932685109188054,5.310895036396018,7302.80897340888,-1998.8181005601764,0.0005,52.85178816825346
2022-09-26,600362,SELL,12.463447065191268,1200,14956.136478229522,4.486840943468856,14.956136478229523,11495.730868493045,3440.9626323147786,0.0005,12.474030444261857
2022-09-26,000630,BUY,25.964982823139984,700,18175.48797619799,5.452646392859396,0.0,0.0,0.0,0.0005,25.7009429627254
2022-10-03,601899,SELL,54.23331656919256,100,5423.331656919256,1.6269994970757766,5.423331656919256,7302.80897340888,-1886.5276476436193,0.0005,52.687092586002464
2022-10-03,600362,BUY,12.180700441682802,500,6090.350220841401,1.8271050662524202,0.0,0.0,0.0,0.0005,12.220370985372778
2022-10-10,000630,SELL,27.709908415303673,900,24938.917573773306,7.481675272131991,24.938917573773306,31565.919558133697,-6659.422577206296,0.0005,27.8694350748275
2022-10-10,601899,BUY,50.48675413409702,300,15146.026240229106,4.543807872068731,0.0,0.0,0.0,0.0005,50.05422376597733
2022-10-10,600362,BUY,11.27765763465903,1200,13533.189161590837,4.0599567484772505,0.0,0.0,0.0,0.0005,11.480464859419136
2022-10-17,601899,SELL,54.04582787014723,100,5404.582787014723,1.621374836104417,5.404582787014723,7302.80897340888,-1905.252144017276,0.0005,53.67856891372861
2022-10-17,600362,SELL,12.67976593298105,1400,17751.67230617347,5.325501691852041,17.75167230617347,13411.686013241886,4316.909118933558,0.0005,12.632441294606032
2022-10-17,000630,BUY,27.480746483572688,700,19236.52253850088,5.770956761550264,0.0,0.0,0.0,0.0005,26.211498825256896
2022-10-24,600362,SELL,13.136875733309227,1100,14450.56330664015,4.335168991992044,14.45056330664015,10537.753296118624,3894.0242782228925,0.0005,13.08588118363933
2022-10-24,000630,BUY,25.664313240930525,500,12832.156620465263,3.8496469861395783,0.0,0.0,0.0,0.0005,25.57821221732438
2022-10-31,601899,SELL,56.533034440969146,100,5653.303444096915,1.6959910332290744,5.653303444096915,7302.80897340888,-1656.854823789291,0.0005,57.90162026145509
2022-10-31,600362,SELL,13.748292698924011,100,1374.829269892401,0.41244878096772025,1.3748292698924012,957.9775723744203,415.0644194671206,0.0005,14.039466207681295
2022-10-31,000630,BUY,26.513509342328486,100,2651.3509342328484,0.7954052802698545,0.0,0.0,0.0,0.0005,25.68950840175057
2022-11-07,601899,SELL,58.27450255310992,100,5827.450255310991,1.7482350765932972,5.827450255310992,7302.80897340888,-1482.9344034297928,0.0005,59.05040363997856
2022-11-07,600362,BUY,13.712994973142472,300,4113.898491942741,1.2341695475828223,0.0,0.0,0.0,0.0005,13.546336087190223
