date,symbol,side,price,shares,gross_value,fee,tax,cost_basis,realized_pnl,slippage_rate,close
2022-01-10,000630,BUY,35.073243953481885,4200,147307.6246046239,44.19228738138717,0.0,0.0,0.0,0.0005,35.37912527745955
2022-01-10,601899,BUY,73.0280897340888,2000,146056.17946817758,43.81685384045327,0.0,0.0,0.0,0.0005,71.33088090570565
2022-01-10,600362,BUY,9.579775723744204,15600,149444.5012904096,44.83335038712288,0.0,0.0,0.0,0.0005,9.571426616864567
2022-01-17,000630,SELL,36.85614658099207,100,3685.6146580992067,1.1056843974297619,3.685614658099207,3507.3243953481883,173.4989636954897,0.0005,35.9352777727257
2022-01-17,600362,SELL,10.516074893640273,1200,12619.289872368327,3.7857869617104978,12.619289872368327,11495.730868493045,1107.1539270412031,0.0005,10.155982221063844
2022-01-17,601899,BUY,70.40385598627556,100,7040.385598627556,2.1121156795882667,0.0,0.0,0.0,0.0005,70.2842912865776
2022-01-24,600362,SELL,10.570995412718815,100,1057.0995412718817,0.3171298623815645,1.0570995412718818,957.9775723744203,97.74773949380801,0.0005,10.492521741110313
2022-01-24,000630,BUY,36.18098914003445,100,3618.098914003445,1.0854296742010334,0.0,0.0,0.0,0.0005,36.31306777088392
2022-01-31,601899,SELL,75.1316494716579,100,7513.164947165789,2.2539494841497367,7.513164947165789,7302.80897340888,200.58885932559406,0.0005,75.9976135584394
2022-01-31,600362,SELL,11.017932244908042,300,3305.379673472413,0.9916139020417237,3.305379673472413,2873.932717123261,427.1499627736375,0.0005,10.994602241744396
2022-02-07,601899,SELL,78.85920820936882,100,7885.920820936882,2.3657762462810643,7.885920820936882,7302.80897340888,572.8601504607841,0.0005,78.55016729644767
2022-02-07,600362,SELL,11.5123158563984,600,6907.38951383904,2.0722168541517116,6.90738951383904,5747.865434246522,1150.5444732245269,0.0005,11.699579773358655
2022-02-07,000630,BUY,33.76580688401744,400,13506.322753606975,4.051896826082093,0.0,0.0,0.0,0.0005,33.00259403294262
2022-02-14,600362,SELL,12.493029635959132,1000,12493.029635959132,3.7479088907877394,12.493029635959132,9579.775723744204,2897.012973688181,0.0005,12.471424779639458
2022-02-14,000630,BUY,31.60240408789607,300,9480.721226368822,2.8442163679106462,0.0,0.0,0.0,0.0005,31.677942528084653
2022-02-14,601899,BUY,77.34305745710317,100,7734.305745710317,2.320291723713095,0.0,0.0,0.0,0.0005,76.13898096317497
2022-02-21,000630,SELL,31.979369088790556,100,3197.9369088790554,0.9593810726637165,3.1979369088790555,3507.3243953481883,-313.54480445067566,0.0005,30.89137739680683
2022-02-21,600362,SELL,12.70425840733035,200,2540.85168146607,0.762255504439821,2.54085168146607,1915.9551447488407,621.5934295313236,0.0005,12.856025546185323
2022-02-28,600362,SELL,12.946847977549298,300,3884.0543932647897,1.1652163179794368,3.88405439326479,2873.932717123261,1005.0724054302846,0.0005,13.253851018319988
2022-02-28,000630,BUY,30.49623268021447,200,6099.246536042894,1.829773960812868,0.0,0.0,0.0,0.0005,30.78909860420967
2022-03-07,600362,SELL,13.261606199071219,400,5304.642479628487,1.591392743888546,5.3046424796284875,3831.9102894976813,1465.8361549072888,0.0005,13.067299451117565
2022-03-07,000630,BUY,28.63478136079079,300,8590.434408237237,2.577130322471171,0.0,0.0,0.0,0.0005,28.757042755101
2022-03-14,600362,SELL,13.582588520370898,300,4074.776556111269,1.2224329668333807,4.074776556111269,2873.932717123261,1195.5466294650632,0.0005,13.216511653759396
2022-03-14,000630,BUY,27.88100825444617,200,5576.201650889234,1.67286049526677,0.0,0.0,0.0,0.0005,27.964334168377253
2022-03-21,601899,SELL,77.29544554563925,100,7729.544554563925,2.318863366369177,7.729544554563925,7302.80897340888,416.68717323411147,0.0005,76.30816582031177
2022-03-21,600362,BUY,13.546862979930834,100,1354.6862979930834,0.406405889397925,0.0,0.0,0.0,0.0005,13.448612024293451
2022-03-28,000630,BUY,26.942857015916907,200,5388.571403183381,1.6165714209550142,0.0,0.0,0.0,0.0005,27.06233849384597
2022-03-28,600362,BUY,13.413541528191757,100,1341.3541528191759,0.40240624584575274,0.0,0.0,0.0,0.0005,13.359397348724444
2022-04-04,000630,SELL,27.421482163513907,200,5484.296432702781,1.6452889298108342,5.484296432702782,7014.648790696377,-1537.4819433561088,0.0005,27.3258421932549
2022-04-04,601899,BUY,76.14422133926912,100,7614.4221339269125,2.2843266401780737,0.0,0.0,0.0,0.0005,78.56052953721021
2022-04-04,600362,BUY,13.23862085958522,100,1323.862085958522,0.39715862578755656,0.0,0.0,0.0,0.0005,13.244139997344856
2022-04-11,000630,BUY,26.619200726695908,100,2661.920072669591,0.7985760218008772,0.0,0.0,0.0,0.0005,27.034453400852133
2022-04-11,601899,BUY,70.75599826750113,100,7075.599826750113,2.122679948025034,0.0,0.0,0.0,0.0005,70.638588916984
2022-04-18,000630,SELL,27.229505302340815,100,2722.9505302340817,0.8168851590702244,2.722950530234082,3507.3243953481883,-787.9137008034108,0.0005,27.85911722467595
2022-04-18,600362,BUY,12.71579701853002,300,3814.739105559006,1.1444217316677017,0.0,0.0,0.0,0.0005,12.627196633298052
2022-04-25,600362,BUY,12.401068198485824,200,2480.2136396971646,0.7440640919091493,0.0,0.0,0.0,0.0005,12.408092883524088
2022-05-02,000630,SELL,26.580096619826737,5500,146190.53140904705,43.85715942271411,146.19053140904705,184692.51959288458,-38692.035874669295,0.0005,26.343888718091
