date,symbol,close,amount,momentum_20,momentum_60,reversal_5,reversal_10,volatility_20,volatility_60,amount_mean_20,amount_mean_60,turnover_mean_20,turnover_mean_60,volume_ratio_5_20,price_position_60,ma_bias_20,max_drawdown_60,downside_volatility_20
2022-01-03,000001,9.054223933859843,934513614.8854762,,,,,,,,,,,,,,,
2022-01-03,000333,102.15500306549106,22619814570.78065,,,,,,,,,,,,,,,
2022-01-03,000858,26.59332737639265,4935498177.108514,,,,,,,,,,,,,,,
2022-01-03,002594,120.38644273672698,29117531822.69249,,,,,,,,,,,,,,,
2022-01-03,300750,36.34773219782599,6564825703.394089,,,,,,,,,,,,,,,
2022-01-03,600036,44.1350387644312,2690639676.2270303,,,,,,,,,,,,,,,
2022-01-03,600519,46.51323164973067,9475201116.720304,,,,,,,,,,,,,,,
2022-01-03,600900,69.49679516601539,10423330879.70497,,,,,,,,,,,,,,,
2022-01-03,601318,89.85556348120423,21194716978.35444,,,,,,,,,,,,,,,
2022-01-03,601888,56.659781923489376,7304403440.252288,,,,,,,,,,,,,,,
2022-01-04,000001,9.014999285009589,69281171.00522718,,,,,,,,,,,,,,,
2022-01-04,000333,100.01440834611962,11974225039.239172,,,,,,,,,,,,,,,
2022-01-04,000858,26.919541142155246,184786498.21621048,,,,,,,,,,,,,,,
2022-01-04,002594,119.41423365134368,22914074876.92548,,,,,,,,,,,,,,,
2022-01-04,300750,35.94143471580831,1337848024.4265327,,,,,,,,,,,,,,,
2022-01-04,600036,43.73341107396406,1389161189.3767164,,,,,,,,,,,,,,,
2022-01-04,600519,47.12465465709805,3409181304.047636,,,,,,,,,,,,,,,
2022-01-04,600900,68.50557459140123,3830331640.4566393,,,,,,,,,,,,,,,
2022-01-04,601318,87.24044635327358,18871984215.809677,,,,,,,,,,,,,,,
2022-01-04,601888,58.19684967013142,3008299913.7785,,,,,,,,,,,,,,,
2022-01-05,000001,9.131812683114989,1040924369.5730577,,,,,,,,,,,,,,,
2022-01-05,000333,100.38367398415564,14572065535.133776,,,,,,,,,,,,,,,
2022-01-05,000858,26.2777054395124,5945972031.702404,,,,,,,,,,,,,,,
2022-01-05,002594,123.08010463846678,29499162539.172207,,,,,,,,,,,,,,,
2022-01-05,300750,34.99265051046762,5039109638.229788,,,,,,,,,,,,,,,
2022-01-05,600036,44.61004715174423,10829624266.651731,,,,,,,,,,,,,,,
2022-01-05,600519,47.680512389638906,523713211.9853158,,,,,,,,,,,,,,,
2022-01-05,600900,68.69923220905788,3369525591.7737665,,,,,,,,,,,,,,,
2022-01-05,601318,85.76002330367612,17688339270.474083,,,,,,,,,,,,,,,
2022-01-05,601888,59.293062974527054,13045724938.024714,,,,,,,,,,,,,,,
2022-01-06,000001,8.796433603909527,770352071.0791788,,,,,,,,,,,,,,,
2022-01-06,000333,100.47825101890383,4675172637.308781,,,,,,,,,,,,,,,
2022-01-06,000858,26.813731695583986,3984858382.983144,,,,,,,,,,,,,,,
2022-01-06,002594,121.50902826844934,6374813206.367446,,,,,,,,,,,,,,,
2022-01-06,300750,35.10242994307643,6636777816.664523,,,,,,,,,,,,,,,
2022-01-06,600036,43.63268588978016,6426252520.726945,,,,,,,,,,,,,,,
2022-01-06,600519,48.95091159170442,6450109872.612957,,,,,,,,,,,,,,,
2022-01-06,600900,67.04560312560112,3566122107.4491606,,,,,,,,,,,,,,,
2022-01-06,601318,83.17218106110155,20486331213.176365,,,,,,,,,,,,,,,
2022-01-06,601888,59.54986983227684,1126701402.1876276,,,,,,,,,,,,,,,
2022-01-07,000001,8.760997638000337,369849019.6872394,,,,,,,,,,,,,,,
2022-01-07,000333,101.47376924067942,16829850818.397491,,,,,,,,,,,,,,,
2022-01-07,000858,26.725239141452903,1566572050.421944,,,,,,,,,,,,,,,
2022-01-07,002594,120.44768328834304,14426717624.007915,,,,,,,,,,,,,,,
2022-01-07,300750,36.0578597853652,6531964233.196413,,,,,,,,,,,,,,,
2022-01-07,600036,43.831498986976285,10802356205.18838,,,,,,,,,,,,,,,
2022-01-07,600519,48.97594548739455,8969239162.401293,,,,,,,,,,,,,,,
2022-01-07,600900,67.08382318977597,9801563739.199615,,,,,,,,,,,,,,,
2022-01-07,601318,84.68216696910919,6038363534.332694,,,,,,,,,,,,,,,
