date,factor,ic,rank_ic
2022-01-31,momentum_20,-0.043444770954182775,0.04242424242424241
2022-02-01,momentum_20,0.24999692194788645,0.3696969696969697
2022-02-02,momentum_20,0.15878717726683597,0.3939393939393939
2022-02-03,momentum_20,0.16482084207271042,0.11515151515151514
2022-02-04,momentum_20,0.46855988002797827,0.33333333333333326
2022-02-07,momentum_20,0.5529608825179293,0.5272727272727272
2022-02-08,momentum_20,0.026306315091660936,0.09090909090909088
2022-02-09,momentum_20,-0.11570478465287395,0.05454545454545454
2022-02-10,momentum_20,0.06920523073776372,0.12727272727272726
2022-02-11,momentum_20,-0.01671951261500396,0.12727272727272726
2022-02-14,momentum_20,-0.6038072611624589,-0.7939393939393938
2022-02-15,momentum_20,-0.42576114970798107,-0.4666666666666666
2022-02-16,momentum_20,0.012007105147677511,0.09090909090909088
2022-02-17,momentum_20,0.15367281537834662,0.33333333333333326
2022-02-18,momentum_20,-0.056521929978478935,-0.1515151515151515
2022-02-21,momentum_20,0.2680397608496184,0.04242424242424241
2022-02-22,momentum_20,0.06633105838215562,0.13939393939393938
2022-02-23,momentum_20,-0.21878931227187948,-0.07878787878787878
2022-02-24,momentum_20,-0.26775575502486204,-0.2121212121212121
2022-02-25,momentum_20,0.06327550730000565,-0.01818181818181818
2022-02-28,momentum_20,0.46377019176458595,0.2121212121212121
2022-03-01,momentum_20,0.1643964226436221,0.2121212121212121
2022-03-02,momentum_20,0.0883526708201376,-0.05454545454545454
2022-03-03,momentum_20,0.19222015971577544,0.29696969696969694
2022-03-04,momentum_20,0.20852282672465322,0.2121212121212121
2022-03-07,momentum_20,0.035443749938829656,0.18787878787878787
2022-03-08,momentum_20,-0.012014504902585819,-0.01818181818181818
2022-03-09,momentum_20,0.18812670038116902,0.16363636363636364
2022-03-10,momentum_20,0.33323444772284533,0.35757575757575755
2022-03-11,momentum_20,0.23840117361822258,0.22424242424242422
2022-03-14,momentum_20,0.22955095594042427,0.09090909090909088
2022-03-15,momentum_20,-0.030778310970203088,-0.0303030303030303
2022-03-16,momentum_20,-0.28274164937173785,-0.3696969696969697
2022-03-17,momentum_20,-0.0003596425482090896,0.11515151515151514
2022-03-18,momentum_20,-0.07612867679915308,0.06666666666666665
2022-03-21,momentum_20,0.09100832291850788,0.1515151515151515
2022-03-22,momentum_20,0.20034223508903443,0.23636363636363633
2022-03-23,momentum_20,0.14030182131151078,0.17575757575757575
2022-03-24,momentum_20,0.12048790326920242,0.22424242424242422
2022-03-25,momentum_20,0.0069801144781522625,-0.05454545454545454
2022-03-28,momentum_20,0.16861029504150202,0.19999999999999998
2022-03-29,momentum_20,0.3119184893518858,0.43030303030303024
2022-03-30,momentum_20,0.1775229381895412,0.2606060606060606
2022-03-31,momentum_20,0.06331111715266803,0.16363636363636364
2022-04-01,momentum_20,0.09293142772599441,0.24848484848484845
2022-04-04,momentum_20,-0.1062429799020006,0.006060606060606061
2022-04-05,momentum_20,-0.2303966146759154,-0.23636363636363633
2022-04-06,momentum_20,-0.4091112799215916,-0.17575757575757575
2022-04-07,momentum_20,-0.36472474861258014,-0.33333333333333326
2022-04-08,momentum_20,-0.37821844538179195,-0.22424242424242422
2022-04-11,momentum_20,-0.3678406028325279,-0.33333333333333326
2022-04-12,momentum_20,-0.5169774181226855,-0.38181818181818183
2022-04-13,momentum_20,-0.3978443123149313,-0.38181818181818183
2022-04-14,momentum_20,-0.2703846008332194,-0.2727272727272727
2022-04-15,momentum_20,0.007953750145507858,-0.23636363636363633
2022-04-18,momentum_20,0.3618393467228607,0.1515151515151515
2022-04-19,momentum_20,0.21136611439040395,0.2727272727272727
2022-04-20,momentum_20,0.025772858196998212,-0.16363636363636364
2022-04-21,momentum_20,0.23774169297532652,0.2606060606060606
2022-04-22,momentum_20,-0.030499045274602957,-0.06666666666666665
2022-04-25,momentum_20,-0.044767192402619116,-0.09090909090909088
2022-04-26,momentum_20,0.3224212152431568,0.17575757575757575
2022-04-27,momentum_20,0.20431633588492612,0.2727272727272727
2022-04-28,momentum_20,0.2278656569142885,0.29696969696969694
2022-04-29,momentum_20,0.32497718906077616,0.2727272727272727
2022-05-02,momentum_20,0.535540921928899,0.6
2022-05-03,momentum_20,0.3625695840311509,0.28484848484848485
2022-05-04,momentum_20,0.38862848833607067,0.28484848484848485
2022-05-05,momentum_20,0.047855328820036326,0.12727272727272726
2022-05-06,momentum_20,0.057346790320216084,0.10303030303030303
2022-05-09,momentum_20,-0.3025964472709988,0.0303030303030303
2022-05-10,momentum_20,-0.17260730599592414,-0.07878787878787878
2022-05-11,momentum_20,-0.19020246453732495,0.01818181818181818
2022-05-12,momentum_20,-0.09117331992425515,0.07878787878787878
2022-05-13,momentum_20,-0.024668676754153112,-0.01818181818181818
2022-05-16,momentum_20,0.41564584945375754,0.43030303030303024
2022-05-17,momentum_20,0.20678496266641475,0.05454545454545454
2022-05-18,momentum_20,0.5930812649804158,0.5393939393939393
2022-05-19,momentum_20,0.4008051512518078,0.4545454545454545
2022-05-20,momentum_20,0.061696257756794784,-0.04242424242424241
2022-05-23,momentum_20,-0.44934680961955425,-0.5272727272727272
2022-05-24,momentum_20,-0.07735919078160866,-0.35757575757575755
2022-05-25,momentum_20,-0.15702207637754126,-0.19999999999999998
2022-05-26,momentum_20,-0.19336496168046918,-0.09090909090909088
2022-05-27,momentum_20,0.11874181253350267,0.22424242424242422
2022-05-30,momentum_20,0.36812061638025695,0.41818181818181815
2022-05-31,momentum_20,0.27161013425783853,0.38181818181818183
2022-06-01,momentum_20,0.40716541642853804,0.35757575757575755
2022-06-02,momentum_20,0.29642275609772356,0.17575757575757575
2022-06-03,momentum_20,-0.26471475522751875,-0.17575757575757575
2022-06-06,momentum_20,-0.34232035429575197,-0.29696969696969694
2022-06-07,momentum_20,-0.465926829026854,-0.35757575757575755
2022-06-08,momentum_20,-0.5426970262845761,-0.5393939393939393
2022-06-09,momentum_20,-0.29861430810126804,-0.18787878787878787
2022-06-10,momentum_20,-0.40747196673409813,-0.4787878787878787
2022-06-13,momentum_20,-0.10900834700353826,-0.11515151515151514
2022-06-14,momentum_20,-0.29841583907006275,-0.3939393939393939
2022-06-15,momentum_20,0.03784546609777202,0.06666666666666665
2022-06-16,momentum_20,-0.02326358187121224,-0.05454545454545454
2022-06-17,momentum_20,-0.03752004919342742,-0.006060606060606061
2022-06-20,momentum_20,0.31267790110493765,0.1515151515151515
2022-06-21,momentum_20,0.13362969152119494,0.11515151515151514
2022-06-22,momentum_20,-0.2921562585484414,-0.2606060606060606
2022-06-23,momentum_20,-0.45136560361374245,-0.33333333333333326
2022-06-24,momentum_20,-0.21660725918824061,-0.12727272727272726
2022-06-27,momentum_20,-0.3590954989439968,-0.22424242424242422
2022-06-28,momentum_20,-0.34676742956585777,-0.19999999999999998
2022-06-29,momentum_20,-0.00953166414968047,0.07878787878787878
2022-06-30,momentum_20,-0.17862357613079538,-0.13939393939393938
2022-07-01,momentum_20,-0.39701462773134505,-0.5030303030303029
2022-07-04,momentum_20,-0.5147080422002771,-0.5636363636363636
2022-07-05,momentum_20,-0.3154537163611653,-0.28484848484848485
2022-07-06,momentum_20,-0.22782652791778601,-0.18787878787878787
2022-07-07,momentum_20,0.03617465457228225,-0.17575757575757575
2022-07-08,momentum_20,0.1876678533646999,0.12727272727272726
2022-07-11,momentum_20,-0.0950127958140484,-0.13939393939393938
2022-07-12,momentum_20,-0.10877188289158587,-0.006060606060606061
2022-07-13,momentum_20,-0.3989543861283866,-0.2727272727272727
2022-07-14,momentum_20,-0.09086902257148842,-0.16363636363636364
2022-07-15,momentum_20,0.476480642514475,0.33333333333333326
2022-07-18,momentum_20,0.3360584698841866,0.22424242424242422
2022-07-19,momentum_20,0.2070969870327949,-0.04242424242424241
2022-07-20,momentum_20,0.4648964866821427,0.5272727272727272
2022-07-21,momentum_20,-0.11795616646935467,-0.04242424242424241
2022-07-22,momentum_20,-0.3772465248983587,-0.19999999999999998
2022-07-25,momentum_20,-0.14612688129892648,-0.19999999999999998
2022-07-26,momentum_20,0.08194833243976361,-0.006060606060606061
2022-07-27,momentum_20,-0.2603688586124962,-0.2727272727272727
2022-07-28,momentum_20,-0.04775895216070852,-0.006060606060606061
2022-07-29,momentum_20,0.2459194498914896,0.19999999999999998
2022-08-01,momentum_20,-0.453388936881169,-0.35757575757575755
2022-08-02,momentum_20,-0.6712856901449817,-0.7333333333333332
2022-08-03,momentum_20,-0.5237490453934023,-0.35757575757575755
2022-08-04,momentum_20,-0.03726832816984287,0.10303030303030303
2022-08-05,momentum_20,-0.2781802818017836,-0.35757575757575755
2022-08-08,momentum_20,0.15987451009669387,0.11515151515151514
2022-08-09,momentum_20,0.2478030745451648,0.24848484848484845
2022-08-10,momentum_20,0.2166026549213113,0.1515151515151515
2022-08-11,momentum_20,0.15617908690135887,0.28484848484848485
2022-08-12,momentum_20,0.5609537019403954,0.6
2022-08-15,momentum_20,0.6861389434576404,0.7939393939393938
2022-08-16,momentum_20,0.6906770995573704,0.7454545454545454
2022-08-17,momentum_20,0.5715504404242316,0.5636363636363636
2022-08-18,momentum_20,0.3140415018976242,0.4545454545454545
2022-08-19,momentum_20,0.38028089109507063,0.13939393939393938
2022-08-22,momentum_20,0.5317846232797915,0.406060606060606
2022-08-23,momentum_20,0.8084821198409988,0.6969696969696969
2022-08-24,momentum_20,0.8291992022702144,0.8545454545454544
2022-08-25,momentum_20,0.7809959621729935,0.7575757575757575
2022-08-26,momentum_20,0.7301122065149844,0.7333333333333332
2022-08-29,momentum_20,0.34740513675493345,0.4666666666666666
2022-08-30,momentum_20,0.2422553224383903,0.406060606060606
2022-08-31,momentum_20,0.17421399800816184,0.16363636363636364
2022-09-01,momentum_20,0.08139628875372515,0.04242424242424241
2022-09-02,momentum_20,0.08724162879233456,-0.0303030303030303
2022-09-05,momentum_20,-0.12531594818852274,-0.29696969696969694
2022-09-06,momentum_20,0.10256082611240293,0.17575757575757575
2022-09-07,momentum_20,0.1080742768429041,-0.18787878787878787
2022-09-08,momentum_20,-0.12749405782609943,-0.12727272727272726
2022-09-09,momentum_20,-0.1860679368570515,0.04242424242424241
2022-09-12,momentum_20,0.24998250878917394,0.29696969696969694
2022-09-13,momentum_20,0.05795143231473175,-0.09090909090909088
2022-09-14,momentum_20,0.40832203691796237,0.4424242424242424
