event_id,symbol,published_at,effective_trade_date,horizon_days,outcome_known_at,event_type,sentiment,source,source_category,source_reliability,source_reliability_bucket,entity_link_confidence,impact_score,weighted_impact_score,forward_return,expected_excess_return_proxy,return_available,evaluation_scope
05429ff42cf4fb75,600362,2025-12-23T00:00:00,2025-12-23,1,2025-12-24,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,0.009463009216885032,0.015067745178787395,True,ex_post_event_outcome;not_a_trade_signal
05429ff42cf4fb75,600362,2025-12-23T00:00:00,2025-12-23,5,2025-12-30,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,-0.012471733869370505,-0.05653987525644203,True,ex_post_event_outcome;not_a_trade_signal
05429ff42cf4fb75,600362,2025-12-23T00:00:00,2025-12-23,20,,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,,,False,ex_post_event_outcome;not_a_trade_signal
c623a5ca654a7ba5,601899,2025-12-24T00:00:00,2025-12-24,1,2025-12-25,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,0.030441629244493118,0.0007520964529528218,True,ex_post_event_outcome;not_a_trade_signal
c623a5ca654a7ba5,601899,2025-12-24T00:00:00,2025-12-24,5,2025-12-31,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,0.14870130473076726,0.10255259913053683,True,ex_post_event_outcome;not_a_trade_signal
c623a5ca654a7ba5,601899,2025-12-24T00:00:00,2025-12-24,20,,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,,,False,ex_post_event_outcome;not_a_trade_signal
c83b177a2cda6f8d,000630,2025-12-25T00:00:00,2025-12-25,1,2025-12-26,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,0.005690228647534434,-0.006188869578268549,True,ex_post_event_outcome;not_a_trade_signal
c83b177a2cda6f8d,000630,2025-12-25T00:00:00,2025-12-25,5,,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,,,False,ex_post_event_outcome;not_a_trade_signal
c83b177a2cda6f8d,000630,2025-12-25T00:00:00,2025-12-25,20,,public_opinion_risk,negative,sample_risk_news,sample_demo,0.4,low,1.0,-0.55,-0.15620000000000003,,,False,ex_post_event_outcome;not_a_trade_signal
081f5d9ae2dca357,600362,2025-12-26T00:00:00,2025-12-26,1,2025-12-29,commodity_shock,positive,sample_industry_news,sample_demo,0.4,low,1.0,0.2,0.0504,-0.03256943816088065,-0.02581258241445117,True,ex_post_event_outcome;not_a_trade_signal
