event_id,symbol,published_at,horizon_days,cohort_key,prior_sample_count,prior_mean_return,prior_positive_rate,prior_mean_excess_return_proxy,prior_outcome_cutoff,pit_ready,no_future_leakage,reason
05429ff42cf4fb75,600362,2025-12-23T00:00:00,1,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
05429ff42cf4fb75,600362,2025-12-23T00:00:00,5,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
05429ff42cf4fb75,600362,2025-12-23T00:00:00,20,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
c623a5ca654a7ba5,601899,2025-12-24T00:00:00,1,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
c623a5ca654a7ba5,601899,2025-12-24T00:00:00,5,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
c623a5ca654a7ba5,601899,2025-12-24T00:00:00,20,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
c83b177a2cda6f8d,000630,2025-12-25T00:00:00,1,public_opinion_risk|negative,1,0.009463009216885032,1.0,0.015067745178787395,2025-12-24,False,True,"prior_rows=1, minimum=20"
c83b177a2cda6f8d,000630,2025-12-25T00:00:00,5,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
c83b177a2cda6f8d,000630,2025-12-25T00:00:00,20,public_opinion_risk|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
081f5d9ae2dca357,600362,2025-12-26T00:00:00,1,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
081f5d9ae2dca357,600362,2025-12-26T00:00:00,5,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
081f5d9ae2dca357,600362,2025-12-26T00:00:00,20,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
9d34adbaa1476440,601899,2025-12-27T00:00:00,1,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
9d34adbaa1476440,601899,2025-12-27T00:00:00,5,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
9d34adbaa1476440,601899,2025-12-27T00:00:00,20,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
07b9489d9e7e4308,000630,2025-12-28T00:00:00,1,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
07b9489d9e7e4308,000630,2025-12-28T00:00:00,5,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
07b9489d9e7e4308,000630,2025-12-28T00:00:00,20,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
5211bc317839407f,000630,2025-12-29T00:00:00,1,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
5211bc317839407f,000630,2025-12-29T00:00:00,5,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
5211bc317839407f,000630,2025-12-29T00:00:00,20,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
513ae5dce29b1398,600362,2025-12-29T00:00:00,1,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
513ae5dce29b1398,600362,2025-12-29T00:00:00,5,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
513ae5dce29b1398,600362,2025-12-29T00:00:00,20,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
5ed146025d960f2b,600362,2025-12-29T00:00:00,1,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
5ed146025d960f2b,600362,2025-12-29T00:00:00,5,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
5ed146025d960f2b,600362,2025-12-29T00:00:00,20,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
07e9af7ba46d4156,601899,2025-12-29T00:00:00,1,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
07e9af7ba46d4156,601899,2025-12-29T00:00:00,5,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
07e9af7ba46d4156,601899,2025-12-29T00:00:00,20,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
75f884e3ebe0a1ff,601899,2025-12-30T00:00:00,1,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
75f884e3ebe0a1ff,601899,2025-12-30T00:00:00,5,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
75f884e3ebe0a1ff,601899,2025-12-30T00:00:00,20,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
303a92fe240cea38,000630,2025-12-31T00:00:00,1,order_contract|positive,1,-0.0025041992919950795,0.0,-0.016058284734280025,2025-12-30,False,True,"prior_rows=1, minimum=20"
303a92fe240cea38,000630,2025-12-31T00:00:00,5,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
303a92fe240cea38,000630,2025-12-31T00:00:00,20,order_contract|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
