event_id,source,source_url,published_at,fetched_at,related_symbols,symbol,title,summary,event_type,sentiment,impact_score,confidence,effective_date,raw_hash,quality_flag
e024498c5bb4c7f5,akshare,http://finance.eastmoney.com/a/202604303726683750.html,2026-04-30 20:27:00,2026-06-12T19:41:24,600362,600362,600362，又拟分拆上市！,【导读】江西铜业重启分拆上市计划，控股子公司江铜铜箔拟港股IPO 4月30日晚间，江西铜业发布公告称，公司拟分拆控股子公司江西省江铜铜箔科技股份有限公司（以下简称江铜铜箔）至香港联交所上市。 此前，江西铜业拟分拆江铜铜箔至深交所上市，并在2023年6月过会，但2024年6月终止分拆上市计划,commodity_shock,positive,0.2,0.63,2026-04-30,e024498c5bb4c7f5c6870793a153874e8e897956,raw_event
de19cb5c9a5f8723,akshare,http://finance.eastmoney.com/a/202606103766792144.html,2026-06-10 17:37:00,2026-06-12T19:41:24,600362,600362,解密主力资金出逃股 连续5日净流出684股,7.06 5.65 -5.87 300573 兴齐眼药 23 7.03 10.02 -24.81 688167 炬光科技 5 7.00 7.26 -14.43 000983 山西焦煤 7 6.90 8.84 -1.78 300409 道氏技术 13 6.41 9.50 -19.51 600362,commodity_shock,positive,0.2,0.63,2026-06-10,de19cb5c9a5f872314b9a988210e8f218534546b,raw_event
4963caf428a197d2,akshare,http://finance.eastmoney.com/a/202606083763665446.html,2026-06-08 17:12:00,2026-06-12T19:41:24,600362,600362,有色金属行业资金流出榜：紫金矿业、北方稀土等净流出资金居前,20048.98 600489 中金黄金 -6.44 1.78 -18835.52 002149 西部材料 -2.49 11.55 -18159.62 000831 中国稀土 -4.77 4.55 -17118.36 000060 中金岭南 -6.71 5.65 -15203.88 600362,commodity_shock,positive,0.2,0.7100000000000001,2026-06-08,4963caf428a197d26f07ce822225e89ae2c160eb,raw_event
1190670d77531131,akshare,http://finance.eastmoney.com/a/202606093765150767.html,2026-06-09 16:35:00,2026-06-12T19:41:24,600362,600362,解密主力资金出逃股 连续5日净流出652股,江苏国信 7 6.25 5.41 1.74 300602 飞荣达 5 6.08 8.69 -6.16 002432 九安医疗 7 6.05 4.95 -9.53 688516 奥特维 12 6.03 7.06 -28.66 000983 山西焦煤 6 5.88 8.22 2.19 600362,commodity_shock,positive,0.2,0.63,2026-06-09,1190670d775311310fa7d21e2e1820a5af751b93,raw_event
e95ba5524f315306,akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600362&announcementId=1225354387&orgId=gssh0600362&announcementTime=2026-06-06 00:00:00,2026-06-06 00:00:00,2026-06-12T19:41:24,600362,600362,江西铜业股份有限公司2025年年度股东会决议公告,江西铜业股份有限公司2025年年度股东会决议公告,shareholder_change,neutral,-0.15,0.63,2026-06-06,e95ba5524f3153060fdcf77a522ff255e0f95ac4,raw_event
0f3f2479c5b5222f,akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600362&announcementId=1225354379&orgId=gssh0600362&announcementTime=2026-06-06 00:00:00,2026-06-06 00:00:00,2026-06-12T19:41:24,600362,600362,北京德恒律师事务所关于江西铜业股份有限公司2025年年度股东会的法律意见,北京德恒律师事务所关于江西铜业股份有限公司2025年年度股东会的法律意见,shareholder_change,neutral,-0.15,0.63,2026-06-06,0f3f2479c5b5222fc0c7cb759fc70141302083ec,raw_event
170eb5eeadcefdff,akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600362&announcementId=1225284285&orgId=gssh0600362&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,2026-06-12T19:41:24,600362,600362,江西铜业股份有限公司2025年年度股东会会议资料,江西铜业股份有限公司2025年年度股东会会议资料,shareholder_change,neutral,-0.15,0.63,2026-05-09,170eb5eeadcefdff18b011f4c489b3b9e2f55f68,raw_event
3826493e00978ee7,akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600362&announcementId=1225278636&orgId=gssh0600362&announcementTime=2026-05-07 00:00:00,2026-05-07 00:00:00,2026-06-12T19:41:24,600362,600362,江西铜业股份有限公司关于召开2025年年度股东会的通知,江西铜业股份有限公司关于召开2025年年度股东会的通知,shareholder_change,neutral,-0.15,0.63,2026-05-07,3826493e00978ee70c35b8cbb310f5f130896775,raw_event
1843846611d89183,akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600362&announcementId=1225278618&orgId=gssh0600362&announcementTime=2026-05-07 00:00:00,2026-05-07 00:00:00,2026-06-12T19:41:24,600362,600362,江西铜业股份有限公司关于参加江西辖区上市公司2026年投资者网上集体接待日活动的公告,江西铜业股份有限公司关于参加江西辖区上市公司2026年投资者网上集体接待日活动的公告,commodity_shock,positive,0.2,0.63,2026-05-07,1843846611d8918381606d1ee7206a591d32e52e,raw_event
e2733d86d2074f51,akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600362&announcementId=1225272496&orgId=gssh0600362&announcementTime=2026-05-01 00:00:00,2026-05-01 00:00:00,2026-06-12T19:41:24,600362,600362,江西铜业股份有限公司关于拟筹划控股子公司分拆上市的提示性公告,江西铜业股份有限公司关于拟筹划控股子公司分拆上市的提示性公告,commodity_shock,positive,0.2,0.63,2026-05-01,e2733d86d2074f516ccfaf5baf1c4b8efc12182c,raw_event
