date,symbol,distance,horizon_days,future_return
2025-11-25,600519,7.304529375019153,1,0.004467737778254932
2025-11-25,600519,7.304529375019153,5,0.01374320903846371
2025-11-25,600519,7.304529375019153,20,0.09246211827311024
2025-03-31,600519,7.364237763844717,1,0.03392844272338813
2025-03-31,600519,7.364237763844717,5,0.06195896169087711
2025-03-31,600519,7.364237763844717,20,0.1923929360594816
2025-03-28,600519,7.720017068343861,1,-0.009414022694977486
2025-03-28,600519,7.720017068343861,5,0.04611454901201073
2025-03-28,600519,7.720017068343861,20,0.1590056419878212
2025-03-24,600519,7.780872928064872,1,0.017050443622295353
2025-03-24,600519,7.780872928064872,5,-0.004325767079926046
2025-03-24,600519,7.780872928064872,20,0.06156933730328418
2025-12-02,600519,7.846660630213872,1,0.021751089153467573
2025-12-02,600519,7.846660630213872,5,0.015163086589891961
2025-12-02,600519,7.846660630213872,20,0.0938923320651246
2025-04-18,600519,7.937311322151967,1,-0.027473173750837465
2025-04-18,600519,7.937311322151967,5,0.06724435521705252
2025-04-18,600519,7.937311322151967,20,0.08211676294863302
2025-03-27,600519,7.94222813851531,1,-0.005197329550676533
2025-03-27,600519,7.94222813851531,5,0.06629422587473499
2025-03-27,600519,7.94222813851531,20,0.1327277038968484
2025-12-29,600519,8.178232742708664,1,-0.003906137611200511
2022-01-03,600519,8.403794344045345,1,0.013145141407755023
2022-01-03,600519,8.403794344045345,5,0.06177990571121672
2022-01-03,600519,8.403794344045345,20,0.02378411120952406
2025-02-03,600519,8.405895541195068,1,-0.010514677381637694
2025-02-03,600519,8.405895541195068,5,0.003327120521777527
2025-02-03,600519,8.405895541195068,20,0.10544451404298738
2025-05-22,600519,8.454114981674449,1,-0.05332870093143505
2025-05-22,600519,8.454114981674449,5,-0.07344208450233436
2025-05-22,600519,8.454114981674449,20,-0.0326707574298043
2025-12-30,600519,8.465385567581293,1,-0.028148555884703663
2024-07-15,600519,8.489836372659783,1,-0.03329073046263731
2024-07-15,600519,8.489836372659783,5,0.02002737369789731
2024-07-15,600519,8.489836372659783,20,0.059402050498905234
2024-12-26,600519,8.5386629368094,1,0.009989519512690226
2024-12-26,600519,8.5386629368094,5,0.07515076519195918
2024-12-26,600519,8.5386629368094,20,-0.04667823762266288
2025-01-16,600519,8.562047327744914,1,0.011872407060757428
2025-01-16,600519,8.562047327744914,5,-0.050639932067488846
2025-01-16,600519,8.562047327744914,20,-0.04293446894179709
2025-12-25,600519,8.610722447553854,1,0.017731647896214175
2023-01-30,600519,8.6492602202145,1,0.0055477759253457215
2023-01-30,600519,8.6492602202145,5,-0.060632567896127254
2023-01-30,600519,8.6492602202145,20,-0.07336768040856623
2022-12-21,600519,8.673254856166713,1,0.002421606668732368
2022-12-21,600519,8.673254856166713,5,-0.026878867461926692
2022-12-21,600519,8.673254856166713,20,-0.01213649652897908
2025-12-11,600519,8.745437720564947,1,0.048915386615721035
2025-12-11,600519,8.745437720564947,5,0.07286823407823118
2025-01-09,600519,8.823711521591935,1,0.0032359313011949276
2025-01-09,600519,8.823711521591935,5,-0.01645147966767513
2025-01-09,600519,8.823711521591935,20,-0.030339671650177258
