latest_date,symbol,horizon_days,trust_status,gate,passed,severity,reason,model_id,data_version
2026-06-10,000630,1,weak,sample_data_block,True,block,passed,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,minimum_universe_size,True,block,passed,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,walk_forward_evidence_present,True,block,passed,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,walk_forward_trusted,False,block,walk_forward_status=weak; reasons=min_oos_rows;brier_below_025,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,walk_forward_rows,False,block,walk_forward_rows=2370,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,probability_calibration,True,block,passed,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,probability_error,True,block,passed,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,conformal_interval_ready,True,block,passed,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,local_signal_quality,False,block,confidence=0.0376; sample_rank_ic=0.0000,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,risk_flags_clear,False,warn,risk_flags=high_volatility,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,1,weak,news_evidence_available,True,warn,passed,stock_forecast_factor_score_h1,0eb3a3a534ae
2026-06-10,000630,5,weak,sample_data_block,True,block,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,minimum_universe_size,True,block,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,walk_forward_evidence_present,True,block,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,walk_forward_trusted,False,block,walk_forward_status=weak; reasons=beats_baseline;auc_above_052;brier_below_025;calibration_ready;rank_ic_positive;top_bottom_spread_positive,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,walk_forward_rows,True,block,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,probability_calibration,True,block,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,probability_error,True,block,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,conformal_interval_ready,True,block,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,local_signal_quality,False,block,confidence=0.0278; sample_rank_ic=0.0000,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,risk_flags_clear,False,warn,risk_flags=high_volatility,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,5,weak,news_evidence_available,True,warn,passed,stock_forecast_factor_score_h5,0eb3a3a534ae
2026-06-10,000630,20,model_failed,sample_data_block,True,block,passed,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,minimum_universe_size,True,block,passed,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,walk_forward_evidence_present,False,block,walk_forward_evidence_missing,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,walk_forward_trusted,False,block,walk_forward_status=missing; reasons=walk_forward_evidence_missing,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,walk_forward_rows,False,block,walk_forward_rows=0,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,probability_calibration,True,block,passed,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,probability_error,True,block,passed,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,conformal_interval_ready,True,block,passed,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,local_signal_quality,False,block,confidence=0.0036; sample_rank_ic=0.0000,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,risk_flags_clear,False,warn,risk_flags=high_volatility,stock_forecast_factor_score_h20,0eb3a3a534ae
2026-06-10,000630,20,model_failed,news_evidence_available,True,warn,passed,stock_forecast_factor_score_h20,0eb3a3a534ae
