cohort_level,cohort_key,horizon_days,sample_count,mean_return,median_return,positive_rate,mean_excess_return_proxy,return_std,t_stat,avg_source_reliability,avg_entity_link_confidence,evidence_status,can_enter_trusted_model,reason
event_type,shareholder_change,1,699,0.00046930520572066326,-0.002290950744558984,0.47353361945636624,-0.0009421197671728358,0.03376571611902351,0.3674667045412771,0.95,1.0,watchlist,False,"sample_count=699, t_stat=0.37"
event_type,commodity_shock,1,388,0.0038672010032562453,0.0028571428571428914,0.5721649484536082,0.00029510657448916273,0.033690971483396594,2.2609922537142677,0.8675257731958763,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,buyback_dividend,1,165,0.0011866219425767462,-0.0036138960130567277,0.4303030303030303,0.000592055583785702,0.03230303389373454,0.47185768635503084,0.95,1.0,watchlist,False,"sample_count=165, t_stat=0.47"
event_type,general_news,1,61,0.02112315870769837,0.038720086044635726,0.7377049180327869,0.012955261628468762,0.037256599065166957,4.428132132038089,0.9500000000000003,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,ma_restructuring,1,56,0.014685756596168787,0.003596745225760367,0.5357142857142857,0.0175733824953796,0.04065134392100295,2.703431884328383,0.9500000000000001,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,fund_flow,1,36,0.0028430242434899005,-0.0036744403381334667,0.4444444444444444,0.00036315224924716706,0.027061262492491793,0.6303529063240203,0.9500000000000001,1.0,watchlist,False,"sample_count=36, t_stat=0.63"
event_type,regulatory_inquiry,1,25,0.009713288697554261,0.01253405994550394,0.52,0.003882668233035138,0.04189215412018875,1.1593207489028612,0.9499999999999998,1.0,watchlist,False,"sample_count=25, t_stat=1.16"
event_type,order_contract,1,20,0.0033053149613508914,0.00120481927710836,0.55,0.004212024176760515,0.023927311643820188,0.6177801376642801,0.9499999999999998,1.0,watchlist,False,"sample_count=20, t_stat=0.62"
event_type,public_opinion_risk,1,14,-0.012655546808149351,-0.008144272363680094,0.2857142857142857,-0.0121463561931868,0.052977205202580605,-0.8938319795712585,0.9499999999999996,1.0,data_insufficient,False,"sample_count=14, minimum=20"
event_type,capacity_operation,1,13,0.00020595433550466642,0.0,0.46153846153846156,-0.0013912600346500648,0.02111704948744602,0.03516489922077645,0.9499999999999997,1.0,data_insufficient,False,"sample_count=13, minimum=20"
event_type,performance_miss,1,5,0.0012956410141946374,-0.02840909090909094,0.4,0.0009149718652130719,0.059558617978186415,0.04864352935854,0.95,1.0,data_insufficient,False,"sample_count=5, minimum=20"
