date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d
2022-01-03,600519,0.0,0.013145141407755023,1.0,0.55,0.5,1,1,,,,
2022-01-04,600519,0.0,0.011795475989915483,1.0,0.55,0.3,0,1,,,,
2022-01-05,600519,0.0,0.026643992239092862,1.0,0.55,0.5,1,1,,,,
2022-01-06,600519,0.0,0.000511408161280702,1.0,0.55,0.5,1,1,,,,
2022-01-07,600519,0.0,0.008389204616503498,1.0,0.55,0.525,1,1,,,,
2022-01-10,600519,0.03,0.00691094536294834,1.0,0.2,0.5,1,1,,,,
2022-01-11,600519,0.03,0.016963940454667314,1.0,0.2,0.5,1,1,,,,
2022-01-12,600519,0.03,0.030710439893722574,1.0,0.2,0.4857142857142857,0,1,,,,
2022-01-13,600519,0.03,0.0027106010417130566,1.0,0.2,0.6289141414141414,1,1,,,,
2022-01-14,600519,0.03,-0.04312793214893129,0.0,0.2,0.5838383838383838,1,1,,,,
2022-01-17,600519,0.11,0.01009203635899869,1.0,0.5,0.5030303030303029,1,1,,,,
2022-01-18,600519,0.065,0.05288405568689658,1.0,0.3,0.49343434343434345,0,1,,,,
2022-01-19,600519,0.126,-0.029269792071863976,0.0,0.2,0.5159090909090909,1,1,,,,
2022-01-20,600519,0.051000000000000004,-0.03440899183783852,0.0,0.3,0.5189393939393939,1,1,,,,
2022-01-21,600519,0.094,-0.01486569691793238,0.0,0.2,0.54006734006734,1,1,,,,
2022-01-24,600519,0.07099999999999998,-0.03101796641146648,0.0,0.1,0.4951515151515151,0,1,,,,
2022-01-25,600519,0.09100000000000001,-0.0265770942763498,0.0,0.2,0.47167699724517903,0,1,,,,
2022-01-26,600519,0.12199999999999998,0.013678624873684653,1.0,0.3,0.44875222816399285,0,1,,,,
2022-01-27,600519,0.132,0.020335709149457815,1.0,0.2,0.4421522921522921,0,1,,,,
2022-01-28,600519,0.10100000000000002,-0.006147916624231531,0.0,0.3,0.4713260423786739,0,1,,,,
2022-01-31,600519,0.245,0.010536726618142866,1.0,0.2,0.46555555555555556,0,1,,,,
2022-02-01,600519,0.273,0.004851645391857229,1.0,0.3,0.47132034632034625,0,1,,,,
2022-02-02,600519,0.32999999999999996,-0.02829107453690094,0.0,0.4,0.4652406417112299,0,1,,,,
2022-02-03,600519,0.306,-0.020726561703033664,0.0,0.4,0.4514712340799297,0,1,,,,
2022-02-04,600519,0.28900000000000003,0.019809911624037557,1.0,0.3,0.4354631993192938,0,1,,,,
2022-02-07,600519,0.252,-0.02068266304345412,0.0,0.2,0.4530609275538042,0,1,,,,
2022-02-08,600519,0.26800000000000007,-0.012545761265564725,0.0,0.1,0.43576123645407716,0,1,,,,
2022-02-09,600519,0.23500000000000004,0.020411995128156057,1.0,0.2,0.4201790106447037,0,1,,,,
2022-02-10,600519,0.138,0.004161190207641274,1.0,0.1,0.41678966789667904,0,1,,,,
2022-02-11,600519,0.17999999999999994,-0.002924085662290632,0.0,0.1,0.4165262910348312,0,1,,,,
2022-02-14,600519,0.2669999999999999,-0.009294582431454756,0.0,0.2,0.41259618493372135,0,1,,,,
2022-02-15,600519,0.24399999999999994,-0.0031915113989294808,0.0,0.2,0.42301310930437214,0,1,,,,
2022-02-16,600519,0.18099999999999997,-0.006667309655830067,0.0,0.2,0.4177635271665919,0,1,,,,
2022-02-17,600519,0.26800000000000007,-0.014242869552507087,0.0,0.3,0.4350607175894035,0,1,,,,
2022-02-18,600519,0.364,0.0026859410880371026,1.0,0.7,0.46085481015148533,0,1,,,,
2022-02-21,600519,0.41500000000000004,0.012324538795922768,1.0,0.8,0.4635683976560921,0,1,,,,
2022-02-22,600519,0.433,-0.03860345147978106,0.0,0.8,0.479664754703863,0,1,,,,
2022-02-23,600519,0.42300000000000004,0.024316446005866688,1.0,0.9,0.4838385648387542,0,1,,,,
2022-02-24,600519,0.39599999999999996,-0.016879524296249615,0.0,0.7,0.466807494489346,0,1,,,,
2022-02-25,600519,0.405,0.007175741991042539,1.0,0.7,0.46503101700106514,0,1,,,,
2022-02-28,600519,0.3040000000000001,-0.008020596990192641,0.0,0.7,0.46574904745410456,0,1,,,,
2022-03-01,600519,0.276,-0.023152122062970126,0.0,0.7,0.466626146308609,0,1,,,,
2022-03-02,600519,0.23700000000000002,-0.018508646253245553,0.0,0.5,0.44434250764525995,0,1,,,,
2022-03-03,600519,0.30899999999999994,-0.004802262261304535,0.0,0.7,0.45960447680910493,0,1,,,,
2022-03-04,600519,0.2609999999999999,0.042473609471036955,1.0,0.5,0.4500381496029615,0,1,,,,
2022-03-07,600519,0.261,0.018588796478626657,1.0,0.5,0.4595194558098028,0,1,,,,
2022-03-08,600519,0.275,-0.011930526972048106,0.0,0.5,0.46048646285964057,0,1,,,,
2022-03-09,600519,0.202,-0.05141896273263602,0.0,0.3,0.44106207951164245,0,1,,,,
2022-03-10,600519,0.11700000000000006,0.005216611208801014,1.0,0.1,0.41718823418851625,0,1,,,,
2022-03-11,600519,0.11200000000000003,-0.013145997219107586,0.0,0.1,0.4183732509397202,0,1,,,,
2022-03-14,600519,0.15000000000000008,-0.006585823689532866,0.0,0.1,0.41847790948275876,0,1,,,,
2022-03-15,600519,0.11800000000000004,-0.025922328840334963,0.0,0.1,0.423514942938567,0,1,,,,
2022-03-16,600519,0.14200000000000007,-0.021924762886586624,0.0,0.1,0.42139193666792346,0,1,,,,
2022-03-17,600519,0.14200000000000007,0.01184027950237243,1.0,0.2,0.4365778983910205,0,1,,,,
