theme,theme_group,symbol,name,reason,seed_rank,seed_weight,source_note
ai_compute_semiconductor,core_hot,603501,WillSemi,semiconductor sensor,1,1.0,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688981,SMIC,foundry,2,0.5,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688041,Hygon,AI compute chip,3,0.3333333333333333,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688256,Cambricon,AI accelerator,4,0.25,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002371,NAURA,semiconductor equipment,5,0.2,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300308,Zhongji Innolight,optical module,6,0.16666666666666666,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300502,Eoptolink,optical module,7,0.14285714285714285,curated_public_hot_seed
ai_compute_semiconductor,core_hot,600584,JCET,advanced packaging,8,0.125,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002156,Tongfu Microelectronics,advanced packaging,9,0.1111111111111111,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688012,Advanced Micro-Fab,semiconductor equipment,10,0.1,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688008,Montage Technology,memory interface chip,11,0.09090909090909091,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688126,National Silicon,semiconductor wafer,12,0.08333333333333333,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688396,China Resources Micro,power semiconductor,13,0.07692307692307693,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688099,Amlogic,AIoT SoC,14,0.07142857142857142,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688385,Fudan Microelectronics,FPGA and MCU,15,0.06666666666666667,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688608,Bestechnic,wireless audio chip,16,0.0625,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688521,VeriSilicon,chip design service,17,0.058823529411764705,curated_public_hot_seed
ai_compute_semiconductor,core_hot,603986,GigaDevice,memory and MCU,18,0.05555555555555555,curated_public_hot_seed
ai_compute_semiconductor,core_hot,603893,Rockchip,AIoT chip,19,0.05263157894736842,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300661,SG Micro,analog chip,20,0.05,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300782,Maxscend,RF chip,21,0.047619047619047616,curated_public_hot_seed
ai_compute_semiconductor,core_hot,600460,Silan Micro,power semiconductor,22,0.045454545454545456,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002049,Unigroup Guoxin,security and FPGA chip,23,0.043478260869565216,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688047,Loongson,domestic CPU,24,0.041666666666666664,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688110,Dongxin,memory chip,25,0.04,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688409,Fortune Precision,semiconductor equipment parts,26,0.038461538461538464,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688072,Piotech,thin film equipment,27,0.037037037037037035,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688120,Hwatsing,CMP equipment,28,0.03571428571428571,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688037,Kingsemi,lithography process equipment,29,0.034482758620689655,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688019,Anji Micro,semiconductor material,30,0.03333333333333333,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688200,Huafeng Test,semiconductor test equipment,31,0.03225806451612903,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688234,Tianyue Advanced,SiC substrate,32,0.03125,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688347,Hua Hong,specialty foundry,33,0.030303030303030304,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688525,Siglent,electronic measurement,34,0.029411764705882353,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688072,Piotech,domestic deposition equipment,35,0.02857142857142857,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300604,Changchuan Technology,IC testing equipment,36,0.027777777777777776,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300567,Jingce Electronic,semiconductor inspection,37,0.02702702702702703,curated_public_hot_seed
ai_compute_semiconductor,core_hot,000938,Unisplendour,AI infrastructure,38,0.02631578947368421,curated_public_hot_seed
ai_compute_semiconductor,core_hot,000977,Inspur Information,AI server,39,0.02564102564102564,curated_public_hot_seed
ai_compute_semiconductor,core_hot,603019,Sugon,HPC and server,40,0.025,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002415,Hikvision,AI vision hardware,41,0.024390243902439025,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002230,iFlytek,AI application platform,42,0.023809523809523808,curated_public_hot_seed
defense_ship_equipment,core_hot,600150,CSSC Holdings,shipbuilding,1,1.0,curated_public_hot_seed
defense_ship_equipment,core_hot,601989,China Heavy Industry,shipbuilding,2,0.5,curated_public_hot_seed
defense_ship_equipment,core_hot,600760,AVIC Shenyang Aircraft,aircraft,3,0.3333333333333333,curated_public_hot_seed
defense_ship_equipment,core_hot,000768,AVIC Xian Aircraft,aircraft,4,0.25,curated_public_hot_seed
defense_ship_equipment,core_hot,600893,Aerospace Electronics,defense electronics,5,0.2,curated_public_hot_seed
defense_ship_equipment,core_hot,002179,AVIC Optoelectronics,connectors,6,0.16666666666666666,curated_public_hot_seed
defense_ship_equipment,core_hot,600316,Hongdu Aviation,trainer aircraft,7,0.14285714285714285,curated_public_hot_seed
defense_ship_equipment,core_hot,300474,Jingjia Micro,GPU defense,8,0.125,curated_public_hot_seed
defense_ship_equipment,core_hot,688122,Western Superconducting,aero material,9,0.1111111111111111,curated_public_hot_seed
defense_ship_equipment,core_hot,600482,China Ship Defense,ship equipment,10,0.1,curated_public_hot_seed
defense_ship_equipment,core_hot,600118,China Satellite,satellite,11,0.09090909090909091,curated_public_hot_seed
defense_ship_equipment,core_hot,000547,Avic Industry-Finance,defense group finance,12,0.08333333333333333,curated_public_hot_seed
defense_ship_equipment,core_hot,000738,Avicopter,helicopter,13,0.07692307692307693,curated_public_hot_seed
