date,symbol,score,close,amount
2022-01-03,000001,0.0,9.054223933859843,934513614.8854762
2022-01-03,000333,0.0,102.15500306549106,22619814570.78065
2022-01-03,000858,0.0,26.59332737639265,4935498177.108514
2022-01-03,002594,0.0,120.38644273672698,29117531822.69249
2022-01-03,300750,0.0,36.34773219782599,6564825703.394089
2022-01-03,600036,0.0,44.1350387644312,2690639676.2270303
2022-01-03,600519,0.0,46.51323164973067,9475201116.720304
2022-01-03,600900,0.0,69.49679516601539,10423330879.70497
2022-01-03,601318,0.0,89.85556348120423,21194716978.35444
2022-01-03,601888,0.0,56.659781923489376,7304403440.252288
2022-01-04,000001,0.0,9.014999285009589,69281171.00522718
2022-01-04,000333,0.0,100.01440834611962,11974225039.239172
2022-01-04,000858,0.0,26.919541142155246,184786498.21621048
2022-01-04,002594,0.0,119.41423365134368,22914074876.92548
2022-01-04,300750,0.0,35.94143471580831,1337848024.4265327
2022-01-04,600036,0.0,43.73341107396406,1389161189.3767164
2022-01-04,600519,0.0,47.12465465709805,3409181304.047636
2022-01-04,600900,0.0,68.50557459140123,3830331640.4566393
2022-01-04,601318,0.0,87.24044635327358,18871984215.809677
2022-01-04,601888,0.0,58.19684967013142,3008299913.7785
2022-01-05,000001,0.0,9.131812683114989,1040924369.5730577
2022-01-05,000333,0.0,100.38367398415564,14572065535.133776
2022-01-05,000858,0.0,26.2777054395124,5945972031.702404
2022-01-05,002594,0.0,123.08010463846678,29499162539.172207
2022-01-05,300750,0.0,34.99265051046762,5039109638.229788
2022-01-05,600036,0.0,44.61004715174423,10829624266.651731
2022-01-05,600519,0.0,47.680512389638906,523713211.9853158
2022-01-05,600900,0.0,68.69923220905788,3369525591.7737665
2022-01-05,601318,0.0,85.76002330367612,17688339270.474083
2022-01-05,601888,0.0,59.293062974527054,13045724938.024714
2022-01-06,000001,0.0,8.796433603909527,770352071.0791788
2022-01-06,000333,0.0,100.47825101890383,4675172637.308781
2022-01-06,000858,0.0,26.813731695583986,3984858382.983144
2022-01-06,002594,0.0,121.50902826844934,6374813206.367446
2022-01-06,300750,0.0,35.10242994307643,6636777816.664523
2022-01-06,600036,0.0,43.63268588978016,6426252520.726945
2022-01-06,600519,0.0,48.95091159170442,6450109872.612957
2022-01-06,600900,0.0,67.04560312560112,3566122107.4491606
2022-01-06,601318,0.0,83.17218106110155,20486331213.176365
2022-01-06,601888,0.0,59.54986983227684,1126701402.1876276
2022-01-07,000001,0.0,8.760997638000337,369849019.6872394
2022-01-07,000333,0.0,101.47376924067942,16829850818.397491
2022-01-07,000858,0.0,26.725239141452903,1566572050.421944
2022-01-07,002594,0.0,120.44768328834304,14426717624.007915
2022-01-07,300750,0.0,36.0578597853652,6531964233.196413
2022-01-07,600036,0.0,43.831498986976285,10802356205.18838
2022-01-07,600519,0.0,48.97594548739455,8969239162.401293
2022-01-07,600900,0.0,67.08382318977597,9801563739.199615
2022-01-07,601318,0.0,84.68216696910919,6038363534.332694
2022-01-07,601888,0.0,59.469483008417335,2677268549.452542
2022-01-10,000001,0.12,8.893868548820626,65152034.05438549
2022-01-10,000333,0.105,100.41870313259992,13644742753.602978
2022-01-10,000858,0.045,26.50067845813569,4375527020.222784
2022-01-10,002594,0.06,119.23471951905098,11260336135.827944
2022-01-10,300750,0.135,35.25656944856731,6367872342.266874
2022-01-10,600036,0.09,43.46140373801279,6670104208.339925
2022-01-10,600519,0.03,49.38681471537502,7775045259.545033
2022-01-10,600900,0.075,68.7774443479216,13598903262.037409
2022-01-10,601318,0.15,83.56264628207124,19039072097.935047
2022-01-10,601888,0.015,60.87894798015731,10079319528.123178
2022-01-11,000001,0.075,9.04888044933691,994116340.3804674
2022-01-11,000333,0.135,97.13427088091856,13678574300.003096
2022-01-11,000858,0.09,26.95326053349284,2893966192.829019
2022-01-11,002594,0.105,117.9900443755442,14652865037.87902
2022-01-11,300750,0.06,36.47758163142456,5005953494.332428
2022-01-11,600036,0.12,42.78153912083175,8422564176.566806
2022-01-11,600519,0.03,49.728124293523024,8420319075.061803
2022-01-11,600900,0.015,72.77764172781336,13489255838.844303
2022-01-11,601318,0.15,82.59726835146476,16139076730.080788
2022-01-11,601888,0.045,60.29599758884211,2404911893.4307265
2022-01-12,000001,0.09,9.06551753720477,2235282846.045073
2022-01-12,000333,0.135,93.35845966221186,22189055922.8299
2022-01-12,000858,0.075,26.4241370826859,2621916505.13355
2022-01-12,002594,0.105,119.45203922367575,21558393463.787018
2022-01-12,300750,0.045,36.22944417011102,3148719107.546434
2022-01-12,600036,0.15,41.20847226169154,7872998130.165728
2022-01-12,600519,0.03,50.57170923296064,11341428970.933456
2022-01-12,600900,0.015,73.22068366699271,16980850377.468382
2022-01-12,601318,0.12,82.15483346277756,12026046340.331728
2022-01-12,601888,0.06,60.283314729991375,9593643442.749125
2022-01-13,000001,0.045,9.292809539326171,1954789879.9259112
2022-01-13,000333,0.15,92.53708990973122,22812548776.94364
2022-01-13,000858,0.105,26.593114438742305,5548919258.78797
2022-01-13,002594,0.12,116.456399912056,10954459612.087557
2022-01-13,300750,0.075,36.01792740835649,1897672939.5713377
2022-01-13,600036,0.135,40.88026893087989,1681940992.6500845
2022-01-13,600519,0.03,52.124788669682296,2559207236.6674604
2022-01-13,600900,0.015,72.67205199937968,3815769632.715829
2022-01-13,601318,0.09,84.05033916748,10480446916.641
2022-01-13,601888,0.06,61.17686497098481,5275697069.129823
2022-01-14,000001,0.06,9.058769276648196,2041900947.572163
2022-01-14,000333,0.15,92.33562728999188,2159010104.420048
2022-01-14,000858,0.075,27.017161918871896,1260609968.2697952
2022-01-14,002594,0.12,115.86689753814473,3953274263.7937136
2022-01-14,300750,0.105,35.25352056364485,4324341371.770988
2022-01-14,600036,0.135,41.359039874590174,8519515536.53493
2022-01-14,600519,0.03,52.26607817614941,9800605703.299028
2022-01-14,600900,0.015,71.75607302336607,16815102884.076534
2022-01-14,601318,0.09,83.26182342319753,20464049330.04177
2022-01-14,601888,0.045,62.65630005333395,9474522287.52485
2022-01-17,000001,0.08,9.251514346987204,1176405911.6370685
2022-01-17,000333,0.24,93.5488669631505,14930043681.62436
2022-01-17,000858,0.09,27.39810999300024,1330383725.985109
2022-01-17,002594,0.175,117.311715277081,4670824599.614619
2022-01-17,300750,0.135,35.96755262047394,3851833548.476533
2022-01-17,600036,0.2,42.0244970872376,9380645203.067549
2022-01-17,600519,0.11,50.0119503028777,1780200377.0060833
2022-01-17,600900,0.085,71.18488948542542,15950526319.800346
2022-01-17,601318,0.23500000000000001,80.41172397925473,6326271766.481897
2022-01-17,601888,0.025,64.18366593382487,13530545778.776434
2022-01-18,000001,0.06,9.312394780993175,1776580495.499276
2022-01-18,000333,0.21000000000000002,93.5535884474116,18901258283.07317
2022-01-18,000858,0.11,27.380225721749188,2402987178.153307
2022-01-18,002594,0.135,117.43110731307677,19473530067.06313
2022-01-18,300750,0.175,35.257680000019235,6969928573.875802
2022-01-18,600036,0.17,41.88671879901686,984945249.199482
2022-01-18,600519,0.065,50.51667272371878,4663997274.222788
2022-01-18,600900,0.17500000000000002,69.87671567025825,6601756441.722123
2022-01-18,601318,0.25,78.09457857506007,2645727180.2551727
2022-01-18,601888,0.025,64.0238933218046,15983360091.329887
2022-01-19,000001,0.119,9.540458450046458,1628936921.7150872
2022-01-19,000333,0.255,92.19269463052768,5562962509.622819
2022-01-19,000858,0.19299999999999998,27.65085766154933,2811550267.3694005
2022-01-19,002594,0.31400000000000006,117.18260352629692,25599195962.899307
2022-01-19,300750,0.23,36.14459281950154,3179412119.396788
2022-01-19,600036,0.23700000000000004,41.80473838318277,5783681374.8394985
2022-01-19,600519,0.126,53.18819925715665,10359837886.7112
2022-01-19,600900,0.271,69.9559042939862,17193790139.737644
2022-01-19,601318,0.306,76.2406042887321,14429586481.981735
2022-01-19,601888,0.20400000000000001,62.75349055441016,5822444563.411727
2022-01-20,000001,0.02100000000000002,9.781120014534167,981083505.7138324
2022-01-20,000333,0.22400000000000003,88.06568938433371,14015804177.188663
2022-01-20,000858,0.18300000000000002,27.866434504350444,3064850785.9526777
2022-01-20,002594,0.254,117.36767322924337,23108474235.03643
2022-01-20,300750,0.04699999999999999,36.91381489042372,4624673470.916954
2022-01-20,600036,0.16900000000000004,41.54847554249292,8265699427.746637
2022-01-20,600519,0.051000000000000004,51.6313917242228,12844150283.085526
2022-01-20,600900,0.151,69.63183366032388,16773166766.699991
2022-01-20,601318,0.17200000000000001,78.54632267859019,3978873940.135736
2022-01-20,601888,0.158,63.03096007253049,8633148902.06227
2022-01-21,000001,0.07900000000000001,9.833066254751053,509258434.56005895
2022-01-21,000333,0.264,87.34671087043489,13460826918.82098
2022-01-21,000858,0.14200000000000002,29.119417544754715,4856044339.9576845
2022-01-21,002594,0.336,115.43568275702602,11363765656.240255
2022-01-21,300750,0.11899999999999997,36.88825048683233,7608659077.215204
2022-01-21,600036,0.197,42.127272775666206,5490826606.307558
2022-01-21,600519,0.094,49.85480758780778,1843491191.1358857
2022-01-21,600900,0.14699999999999996,71.81224784019692,12146488767.86094
2022-01-21,601318,0.195,78.42990879599147,3273264400.609824
2022-01-21,601888,0.297,63.58615713158913,3925427824.361524
2022-01-24,000001,0.08400000000000002,9.791907373315876,1003118242.1890224
2022-01-24,000333,0.294,86.78595216937852,17188027255.90715
2022-01-24,000858,0.14600000000000002,28.401520855217704,5494021435.906254
2022-01-24,002594,0.31899999999999995,115.47516367590968,2128276551.6452208
2022-01-24,300750,0.129,36.87061898737399,4855705664.037407
2022-01-24,600036,0.198,41.66230381212234,5264473707.082066
2022-01-24,600519,0.07099999999999998,49.11368112830559,1217965266.9327374
2022-01-24,600900,0.145,70.7351817830315,7227593551.26295
2022-01-24,601318,0.18800000000000006,76.87507393825652,1499286879.5104232
2022-01-24,601888,0.296,62.61821035486253,290504663.2993137
2022-01-25,000001,0.08800000000000001,9.53505176623129,1968959584.5714624
2022-01-25,000333,0.325,86.3103748228745,13871898382.944696
2022-01-25,000858,0.166,28.98871330430919,6020677461.657297
2022-01-25,002594,0.31000000000000005,112.24208150019312,21725072205.81063
2022-01-25,300750,0.10300000000000001,35.60506358571119,8026873184.383544
2022-01-25,600036,0.252,39.92135667987377,8842269118.009937
2022-01-25,600519,0.09100000000000001,47.59027461672434,1752188248.8934803
2022-01-25,600900,0.14299999999999996,70.60361987838817,2598869825.1895537
2022-01-25,601318,0.13000000000000006,78.24822683184858,14626260282.10402
2022-01-25,601888,0.26199999999999996,62.42929484306022,5472058794.513399
2022-01-26,000001,0.149,9.4080337167596,2039256223.5402887
2022-01-26,000333,0.334,85.23764521040475,17326707901.438587
2022-01-26,000858,0.14200000000000002,28.312194085190672,153086864.6380345
2022-01-26,002594,0.31400000000000006,113.32845387283226,13911929009.139591
2022-01-26,300750,0.131,35.70332256756597,1392058265.5803702
2022-01-26,600036,0.242,39.38425305123663,8933215045.587595
2022-01-26,600519,0.12199999999999998,46.32546340159828,8159391887.303967
2022-01-26,600900,0.108,69.6629664220282,12533774851.244598
2022-01-26,601318,0.05800000000000001,75.71924233237476,3688791612.9336014
2022-01-26,601888,0.26999999999999996,61.451295868596816,12430404999.077286
2022-01-27,000001,0.15600000000000003,9.388394428740868,98366902.62713245
2022-01-27,000333,0.22100000000000003,87.13517667180218,13237593467.015522
2022-01-27,000858,0.165,28.294690119998005,1576888545.6085968
2022-01-27,002594,0.233,113.39190341861526,5762803315.540865
2022-01-27,300750,0.16300000000000003,35.338276303297164,3556875254.134727
2022-01-27,600036,0.268,39.04601589620808,2062984536.071385
2022-01-27,600519,0.132,46.959132037568345,9603687227.614365
2022-01-27,600900,0.08199999999999998,70.7406188123295,5737205666.917547
2022-01-27,601318,0.17700000000000002,75.13834048317486,3200382363.867964
2022-01-27,601888,0.273,60.76420132400048,10976712689.653273
2022-01-28,000001,0.18100000000000002,9.44682255185041,368253202.6694672
2022-01-28,000333,0.22400000000000003,85.51919882505634,5865770399.330497
2022-01-28,000858,0.174,28.746321031773757,5543371556.596774
2022-01-28,002594,0.279,109.45853037326864,2836081467.824428
2022-01-28,300750,0.083,35.49235828783416,286426880.61865044
