date,factor,ic,rank_ic
2022-01-03,intraday_return,-0.2256351873695929,-0.05454545454545454
2022-01-03,close_position,-0.0895547931235414,0.11515151515151514
2022-01-03,upper_shadow,-0.24038841277777384,-0.17575757575757575
2022-01-03,lower_shadow,0.0445696843778549,-0.01818181818181818
2022-01-03,body_size,0.09403677317526973,-0.07878787878787878
2022-01-04,momentum_1,0.584979772661217,0.5151515151515151
2022-01-04,reversal_1,-0.584979772661217,-0.5151515151515151
2022-01-04,intraday_return,0.5430749409707655,0.49090909090909085
2022-01-04,overnight_return,0.381527597745225,0.5757575757575757
2022-01-04,gap_return,0.381527597745225,0.5757575757575757
2022-01-04,amplitude,-0.020089224931973397,-0.06666666666666665
2022-01-04,close_position,0.6057714680514757,0.6
2022-01-04,upper_shadow,-0.08041226858304673,-0.04242424242424241
2022-01-04,lower_shadow,0.20161917822876518,0.24848484848484845
2022-01-04,body_size,-0.043683819376529515,-0.11515151515151514
2022-01-04,up_streak,0.4655847733399251,0.4178554470186724
2022-01-04,down_streak,-0.46558477333992515,-0.4178554470186724
2022-01-05,momentum_1,-0.20071224525582534,-0.35757575757575755
2022-01-05,momentum_2,0.13021165194094575,0.19999999999999998
2022-01-05,reversal_1,0.20071224525582534,0.35757575757575755
2022-01-05,reversal_2,-0.13021165194094575,-0.19999999999999998
2022-01-05,intraday_return,-0.2528239173168522,-0.38181818181818183
2022-01-05,overnight_return,0.421426787000828,0.3939393939393939
2022-01-05,gap_return,0.421426787000828,0.3939393939393939
2022-01-05,amplitude,-0.24477082006488657,-0.2606060606060606
2022-01-05,close_position,0.10617243955358609,0.406060606060606
2022-01-05,upper_shadow,-0.32396101581149966,-0.4666666666666666
2022-01-05,lower_shadow,0.4969238457549777,0.3939393939393939
2022-01-05,body_size,-0.26627783058304416,-0.22424242424242422
2022-01-05,up_streak,0.22248232141413168,0.20396502543752837
2022-01-05,down_streak,0.03287266490885327,0.02996443833169965
2022-01-06,momentum_1,-0.025410235160893874,-0.01818181818181818
2022-01-06,momentum_2,-0.1354181809161769,-0.09090909090909088
2022-01-06,momentum_3,0.036551319046796024,-0.06666666666666665
2022-01-06,reversal_1,0.025410235160893874,0.01818181818181818
2022-01-06,reversal_2,0.1354181809161769,0.09090909090909088
2022-01-06,reversal_3,-0.036551319046796024,0.06666666666666665
2022-01-06,downside_volatility_5,-0.03946610376803788,0.05471149893120582
2022-01-06,upside_volatility_5,-0.16681908952106986,-0.1515151515151515
2022-01-06,ma_bias_5,-0.03582830335076756,-0.06666666666666665
2022-01-06,amount_mean_5,-0.4779027042889037,-0.4666666666666666
2022-01-06,turnover_mean_5,-0.3502031263405863,-0.28484848484848485
2022-01-06,intraday_return,-0.08487482608186953,-0.07878787878787878
2022-01-06,overnight_return,0.45158426033875027,0.3939393939393939
2022-01-06,gap_return,0.45158426033875027,0.3939393939393939
2022-01-06,amplitude,0.5272941587977907,0.5272727272727272
2022-01-06,close_position,-0.13277863922383162,-0.309090909090909
2022-01-06,upper_shadow,-0.20710608384324578,-0.2606060606060606
2022-01-06,lower_shadow,-0.5529101273695353,-0.5757575757575757
2022-01-06,body_size,0.47747706768894244,0.4666666666666666
2022-01-06,up_streak,0.09533706386872833,0.08463175784102389
2022-01-06,down_streak,0.028243554100118654,0.01340050420345616
2022-01-07,momentum_1,-0.3569720046446278,-0.28484848484848485
2022-01-07,momentum_2,-0.03939255236540065,-0.11515151515151514
2022-01-07,momentum_3,-0.0023929711678405043,-0.05454545454545454
2022-01-07,reversal_1,0.3569720046446278,0.28484848484848485
2022-01-07,reversal_2,0.03939255236540065,0.11515151515151514
2022-01-07,reversal_3,0.0023929711678405043,0.05454545454545454
2022-01-07,volatility_5,-0.3919969872517435,-0.4545454545454545
2022-01-07,downside_volatility_5,-0.293395894572459,-0.01818181818181818
2022-01-07,upside_volatility_5,-0.05891407292025349,-0.07878787878787878
2022-01-07,ma_bias_5,0.06301506485223385,0.04242424242424241
2022-01-07,amount_mean_5,-0.5512672043026472,-0.4545454545454545
2022-01-07,turnover_mean_5,-0.31292193395774137,-0.5030303030303029
2022-01-07,intraday_return,-0.3570376781314069,-0.309090909090909
