date,symbol,close,amount,momentum_1,momentum_2,momentum_3,momentum_5,momentum_10,momentum_20,momentum_40,momentum_60,momentum_120,reversal_1,reversal_2,reversal_3,reversal_5,reversal_10,reversal_20,volatility_5,volatility_10,volatility_20,volatility_40,volatility_60,volatility_120,downside_volatility_5,downside_volatility_10,downside_volatility_20,downside_volatility_60,downside_volatility_120,upside_volatility_5,upside_volatility_10,upside_volatility_20,upside_volatility_60,max_drawdown_20,max_drawdown_60,max_drawdown_120,ma_bias_5,ma_bias_10,ma_bias_20,ma_bias_40,ma_bias_60,ma_bias_120,ma_slope_5,ma_slope_10,ma_slope_20,ma_slope_60,price_position_20,price_position_40,price_position_60,price_position_120,breakout_high_20,breakout_high_40,breakout_high_60,breakout_high_120,breakdown_low_20,breakdown_low_40,breakdown_low_60,breakdown_low_120,amount_mean_5,amount_mean_10,amount_mean_20,amount_mean_40,amount_mean_60,amount_zscore_20,amount_zscore_60,amount_percentile_20,amount_percentile_60,turnover_mean_5,turnover_mean_10,turnover_mean_20,turnover_mean_40,turnover_mean_60,turnover_zscore_20,turnover_zscore_60,turnover_percentile_20,turnover_percentile_60,volume_ratio_5_20,volume_ratio_10_60,amount_ratio_5_20,amount_ratio_10_60,intraday_return,overnight_return,gap_return,amplitude,close_position,upper_shadow,lower_shadow,body_size,return_skew_20,return_skew_60,return_kurt_20,return_kurt_60,amihud_illiquidity_20,amihud_illiquidity_60,limit_up_count_20,limit_up_count_60,limit_down_count_20,limit_down_count_60,up_day_ratio_20,up_day_ratio_60,down_day_ratio_20,down_day_ratio_60,up_streak,down_streak,new_high_distance_60,new_low_distance_60
2022-01-03,000001,9.054223933859843,934513614.8854762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029427094686624855,,,,0.7347645212277772,0.26523547877222275,0.6010769144326177,0.1336876067951595,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,000333,102.15500306549106,22619814570.78065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01184559474826008,,,,0.5321839823016324,0.46781601769836756,0.22225379756624764,0.3099301847353848,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,000858,26.59332737639265,4935498177.108514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023126853280208248,,,,0.8235804345515065,0.17641956544849344,0.192893679431766,0.6306867551197406,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,002594,120.38644273672698,29117531822.69249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01396459850478271,,,,0.3107640711530404,0.3616615714618887,0.3107640711530404,0.32757435738507085,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,300750,36.34773219782599,6564825703.394089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04111581218829041,,,,0.22761515569367205,0.15785465043309774,0.22761515569367205,0.6145301938732303,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,600036,44.1350387644312,2690639676.2270303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004176890567369584,,,,0.6004725760831999,0.39952742391680013,0.4674660251026462,0.1330065509805537,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,600519,46.51323164973067,9475201116.720304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009908134249854483,,,,0.19497086337857605,0.24153895350992946,0.19497086337857605,0.5634901831114945,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,600900,69.49679516601539,10423330879.70497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01912090443520187,,,,0.6436731439192491,0.3563268560807509,0.04332044386792618,0.6003527000513229,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,601318,89.85556348120423,21194716978.35444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046727054144054536,,,,0.7925571676180254,0.20744283238197458,0.10971624883270555,0.6828409187853199,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
2022-01-03,601888,56.659781923489376,7304403440.252288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01170593813984988,,,,0.8628000928806984,0.13719990711930166,0.28261997326426613,0.5801801196164321,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,
