date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d
2022-01-03,000630,0.0,-0.04002939924469617,0.0,0.6666666666666666,0.5,1,1,,,,
2022-01-04,000630,0.0,0.005620989289467415,1.0,0.6666666666666666,0.3333333333333333,0,1,,,,
2022-01-05,000630,0.0,-0.023240024163411088,0.0,0.6666666666666666,0.5,1,1,,,,
2022-01-06,000630,0.0,-0.003032642829989385,0.0,0.6666666666666666,0.5555555555555556,1,1,,,,
2022-01-07,000630,0.0,0.009743954550017753,1.0,0.6666666666666666,0.5,1,1,,,,
2022-01-10,000630,0.15,0.020959667751768052,1.0,1.0,0.5333333333333333,1,1,,,,
2022-01-11,000630,0.09999999999999999,0.009162543279949587,1.0,0.6666666666666666,0.5555555555555556,1,1,,,,
2022-01-12,000630,0.09999999999999999,0.014341655967940792,1.0,0.6666666666666666,0.5238095238095238,1,1,,,,
2022-01-13,000630,0.049999999999999996,-0.0024682765604758794,0.0,0.3333333333333333,0.5416666666666666,1,1,,,,
2022-01-14,000630,0.09999999999999999,-0.02569881767322324,0.0,0.6666666666666666,0.5185185185185185,1,1,,,,
2022-01-17,000630,0.2,0.018656708299385816,1.0,0.6666666666666666,0.4666666666666667,0,1,,,,
2022-01-18,000630,0.11666666666666667,-0.0058411592965127435,0.0,0.3333333333333333,0.45454545454545453,0,1,,,,
2022-01-19,000630,0.24666666666666665,-0.0024048419936355536,0.0,0.6666666666666666,0.4444444444444444,0,1,,,,
2022-01-20,000630,0.19666666666666666,-0.00395551406733663,0.0,0.6666666666666666,0.46153846153846156,0,1,,,,
2022-01-21,000630,0.3,0.004211608382036713,1.0,1.0,0.47619047619047616,0,1,,,,
2022-01-24,000630,0.22666666666666668,-0.02152598610039058,0.0,0.6666666666666666,0.4888888888888889,0,1,,,,
2022-01-25,000630,0.26,0.016113414661610648,1.0,0.6666666666666666,0.5,1,1,,,,
2022-01-26,000630,0.26,0.007090415174146436,1.0,1.0,0.5098039215686274,1,1,,,,
2022-01-27,000630,0.26,0.004811453384344411,1.0,0.6666666666666666,0.5370370370370371,1,1,,,,
2022-01-28,000630,0.26,-0.007928229175925505,0.0,0.6666666666666666,0.543859649122807,1,1,,,,
2022-01-31,000630,0.38666666666666666,-0.002502157341025102,0.0,0.6666666666666666,0.5333333333333333,1,1,,,,
2022-02-01,000630,0.4166666666666667,-0.009173757309552721,0.0,0.6666666666666666,0.5396825396825397,1,1,,,,
2022-02-02,000630,0.44,-0.010428217987006438,0.0,0.6666666666666666,0.5151515151515151,1,1,,,,
2022-02-03,000630,0.44,-0.046744150749669866,0.0,0.6666666666666666,0.5217391304347826,1,1,,,,
2022-02-04,000630,0.41333333333333333,-0.023367264833682122,0.0,0.3333333333333333,0.5277777777777778,1,1,,,,
2022-02-07,000630,0.36333333333333334,-0.01831460885884173,0.0,0.6666666666666666,0.52,1,1,,,,
2022-02-08,000630,0.36333333333333334,-0.03821586567616764,0.0,0.6666666666666666,0.5128205128205128,1,1,,,,
2022-02-09,000630,0.36333333333333334,-0.011710985581717348,0.0,0.6666666666666666,0.5185185185185185,1,1,,,,
2022-02-10,000630,0.36333333333333334,0.024549995217980403,1.0,0.6666666666666666,0.5238095238095238,1,1,,,,
2022-02-11,000630,0.2866666666666667,0.0040187634422141905,1.0,0.3333333333333333,0.5079022988505747,1,1,,,,
2022-02-14,000630,0.2866666666666667,0.018537267413605507,1.0,0.3333333333333333,0.5333333333333333,1,1,,,,
2022-02-15,000630,0.29000000000000004,0.011661615919661639,1.0,0.3333333333333333,0.5376344086021505,1,1,,,,
2022-02-16,000630,0.21333333333333337,-0.00077406031339744,0.0,0.3333333333333333,0.5416666666666666,1,1,,,,
2022-02-17,000630,0.1866666666666667,-0.02410827551829897,0.0,0.3333333333333333,0.5174963924963926,1,1,,,,
2022-02-18,000630,0.29000000000000004,-0.029483831067967814,0.0,0.3333333333333333,0.50473292765382,1,1,,,,
2022-02-21,000630,0.2866666666666667,0.010919918597829481,1.0,0.3333333333333333,0.49285714285714277,0,1,,,,
2022-02-22,000630,0.26,0.008400514828682093,1.0,0.3333333333333333,0.5047789725209081,1,1,,,,
2022-02-23,000630,0.22666666666666668,-0.005551312107375139,0.0,0.3333333333333333,0.5159065315315315,1,1,,,,
2022-02-24,000630,0.25333333333333335,-0.024923278279786354,0.0,0.3333333333333333,0.4960127591706538,0,1,,,,
2022-02-25,000630,0.28,0.008297571544704674,1.0,0.3333333333333333,0.4857968828557064,0,1,,,,
2022-02-28,000630,0.20666666666666667,0.0052540790927875225,1.0,0.3333333333333333,0.4988095238095237,0,1,,,,
2022-03-01,000630,0.21666666666666667,-0.031237526199941468,0.0,0.3333333333333333,0.5088075880758808,1,1,,,,
2022-03-02,000630,0.23333333333333334,-0.027674076567448358,0.0,0.3333333333333333,0.5047190047190048,1,1,,,,
2022-03-03,000630,0.26666666666666666,-0.016891259100476286,0.0,0.3333333333333333,0.4876580987352101,0,1,,,,
2022-03-04,000630,0.24,0.0033227846657315485,1.0,0.3333333333333333,0.4714452214452214,0,1,,,,
2022-03-07,000630,0.2466666666666667,-0.03690476837099488,0.0,0.3333333333333333,0.48101851851851846,0,1,,,,
2022-03-08,000630,0.20666666666666667,-0.02046556456537485,0.0,0.3333333333333333,0.47295864262990445,0,1,,,,
2022-03-09,000630,0.20666666666666667,0.008316623223242559,1.0,0.3333333333333333,0.46529888551165133,0,1,,,,
2022-03-10,000630,0.20666666666666667,0.01915613285999207,1.0,0.3333333333333333,0.47658268733850123,0,1,,,,
2022-03-11,000630,0.3433333333333334,0.003075608650831896,1.0,0.6666666666666666,0.5306122448979592,1,1,,,,
2022-03-14,000630,0.3433333333333334,0.018241371304221543,1.0,0.6666666666666666,0.5333333333333333,1,1,,,,
2022-03-15,000630,0.2433333333333334,-0.01657593422015058,0.0,0.3333333333333333,0.4924694515487354,0,1,,,,
2022-03-16,000630,0.21666666666666673,-0.011343835179121853,0.0,0.3333333333333333,0.4830878341516639,0,1,,,,
2022-03-17,000630,0.21666666666666673,-0.0022304538509824168,0.0,0.3333333333333333,0.4762185534591194,0,1,,,,
2022-03-18,000630,0.3166666666666667,-0.0077972017565816065,0.0,0.6666666666666666,0.5246913580246914,1,1,,,,
2022-03-21,000630,0.39333333333333337,-0.017344821698873636,0.0,0.6666666666666666,0.5151515151515151,1,1,,,,
2022-03-22,000630,0.39333333333333337,-0.004768825497377338,0.0,0.6666666666666666,0.5119047619047619,1,1,,,,
2022-03-23,000630,0.42666666666666664,-0.02201448826437269,0.0,1.0,0.5568488529014846,1,1,,,,
2022-03-24,000630,0.4,0.024403034392274314,1.0,0.6666666666666666,0.5,1,1,,,,
2022-03-25,000630,0.3666666666666667,0.00777806631753597,1.0,0.6666666666666666,0.5084745762711864,1,1,,,,
2022-03-28,000630,0.38333333333333336,0.008798155215792525,1.0,0.6666666666666666,0.5111111111111111,1,1,,,,
2022-03-29,000630,0.3933333333333334,-0.038939913552597516,0.0,0.6666666666666666,0.5136612021857924,1,1,,,,
2022-03-30,000630,0.38333333333333336,0.018343270485445595,1.0,0.6666666666666666,0.5053763440860215,1,1,,,,
2022-03-31,000630,0.2833333333333334,0.02625449424670645,1.0,0.3333333333333333,0.45954205436964046,0,1,,,,
2022-04-01,000630,0.2833333333333333,-0.00343841114819321,0.0,0.3333333333333333,0.46283545197740117,0,1,,,,
2022-04-04,000630,0.2966666666666667,-0.00846610521947655,0.0,0.3333333333333333,0.45769230769230757,0,1,,,,
2022-04-05,000630,0.30000000000000004,-0.02821900438000735,0.0,0.3333333333333333,0.44767345587017715,0,1,,,,
2022-04-06,000630,0.30000000000000004,0.030308159674393265,1.0,0.3333333333333333,0.4410608249077193,0,1,,,,
2022-04-07,000630,0.45999999999999996,-0.01480866062335584,0.0,0.6666666666666666,0.5,1,1,,,,
2022-04-08,000630,0.25333333333333335,0.011533676460439457,1.0,0.3333333333333333,0.43806612318840565,0,1,,,,
2022-04-11,000630,0.45666666666666667,-0.017916725134298983,0.0,0.6666666666666666,0.49047619047619045,0,1,,,,
2022-04-12,000630,0.22999999999999998,0.020285500395857525,1.0,0.3333333333333333,0.4473303700530177,0,1,,,,
2022-04-13,000630,0.22999999999999998,0.0023783700971273802,1.0,0.3333333333333333,0.45505617977528084,0,1,,,,
2022-04-14,000630,0.4066666666666666,0.007390337718655715,1.0,0.6666666666666666,0.4977168949771689,0,1,,,,
2022-04-15,000630,0.4066666666666666,0.01847473524341181,1.0,0.6666666666666666,0.5045045045045045,1,1,,,,
2022-04-18,000630,0.45666666666666667,0.004009935506794848,1.0,0.6666666666666666,0.5066666666666667,1,1,,,,
2022-04-19,000630,0.45666666666666667,-0.01836908875820653,0.0,0.6666666666666666,0.5043859649122807,1,1,,,,
2022-04-20,000630,0.42999999999999994,-0.017224224006237132,0.0,0.6666666666666666,0.49783549783549785,0,1,,,,
2022-04-21,000630,0.48333333333333334,-0.006937666095354067,0.0,0.6666666666666666,0.49572649572649574,0,1,,,,
2022-04-22,000630,0.5366666666666667,-0.025150718866654875,0.0,0.6666666666666666,0.4936708860759494,0,1,,,,
2022-04-25,000630,0.6,-0.0022398447397233845,0.0,1.0,0.5251114827201784,1,1,,,,
2022-04-26,000630,0.6599999999999999,0.03253230938989127,1.0,1.0,0.5202298007578535,1,1,,,,
2022-04-27,000630,0.5566666666666665,-0.03478771294553584,0.0,1.0,0.5244432086014672,1,1,,,,
2022-04-28,000630,0.7266666666666665,0.018613466746624008,1.0,1.0,0.5221141801934427,1,1,,,,
2022-04-29,000630,0.61,-0.004374972592555149,0.0,1.0,0.5238095238095238,1,1,,,,
2022-05-02,000630,0.62,0.019039484555679387,1.0,1.0,0.5176224721863668,1,1,,,,
2022-05-03,000630,0.6866666666666666,0.020835801255905784,1.0,1.0,0.5255237958096336,1,1,,,,
2022-05-04,000630,0.7133333333333333,0.03312306761259509,1.0,1.0,0.5309501212696405,1,1,,,,
2022-05-05,000630,0.68,-0.004405870112812349,0.0,1.0,0.5385081937196742,1,1,,,,
2022-05-06,000630,0.68,0.02073582812406527,1.0,1.0,0.5302029179942983,1,1,,,,
2022-05-09,000630,0.68,-0.01927514035548694,0.0,1.0,0.5338905276958374,1,1,,,,
2022-05-10,000630,0.6133333333333334,-0.010519220594111478,0.0,1.0,0.5294909172460194,1,1,,,,
2022-05-11,000630,0.68,0.017160736664888487,1.0,1.0,0.5237125673474503,1,1,,,,
2022-05-12,000630,0.6733333333333333,0.007104749135415922,1.0,1.0,0.5273412370186564,1,1,,,,
2022-05-13,000630,0.5433333333333334,-0.004637142028758978,0.0,0.6666666666666666,0.48936170212765956,0,1,,,,
2022-05-16,000630,0.6100000000000001,-0.014104974449174579,0.0,1.0,0.5211454820896253,1,1,,,,
2022-05-17,000630,0.5933333333333333,0.0021628071362655987,1.0,0.6666666666666666,0.4861111111111111,0,1,,,,
2022-05-18,000630,0.5433333333333334,-0.001122726439032773,0.0,0.6666666666666666,0.49140893470790376,0,1,,,,
2022-05-19,000630,0.6866666666666666,0.022815846044379473,1.0,1.0,0.5187395713002182,1,1,,,,
2022-05-20,000630,0.6533333333333334,0.009858072437065823,1.0,1.0,0.5202154882154882,1,1,,,,
