cohort_level,cohort_key,horizon_days,sample_count,mean_return,median_return,positive_rate,mean_excess_return_proxy,return_std,t_stat,avg_source_reliability,avg_entity_link_confidence,evidence_status,can_enter_trusted_model,reason
event_type,shareholder_change,1,699,-0.00023812425568342757,-0.003281378178835004,0.45493562231759654,-0.0014080364225492496,0.03402951769508885,-0.1850062624848338,0.95,1.0,watchlist,False,"sample_count=699, t_stat=-0.19"
event_type,commodity_shock,1,384,0.0030576113621979075,0.0028571428571428914,0.5442708333333334,-0.00029502529664104504,0.03691087538563258,1.623280421474126,0.8664062499999999,0.9998697916666667,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,buyback_dividend,1,165,0.000562762888538554,-0.0036138960130567277,0.4303030303030303,0.0005445220411835816,0.03205081636210947,0.22554246694524294,0.95,1.0,watchlist,False,"sample_count=165, t_stat=0.23"
event_type,general_news,1,60,-0.010375701185097412,-0.010736196319018454,0.05,-0.01038783627948697,0.026867612043760255,-2.9913278358833084,0.9500000000000003,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,ma_restructuring,1,54,0.013477985232124677,0.0026428213688877156,0.5185185185185185,0.017647900747986726,0.04089082222832812,2.4221219907337415,0.9500000000000003,1.0,candidate_for_walk_forward,False,requires walk-forward baseline comparison before model use
event_type,fund_flow,1,39,0.00563912295511503,-0.0025062656641604564,0.46153846153846156,0.0035490599093056384,0.0304846453552513,1.155214737026601,0.9500000000000003,1.0,watchlist,False,"sample_count=39, t_stat=1.16"
event_type,regulatory_inquiry,1,29,0.006438543346345611,-0.0076687116564416735,0.4482758620689655,0.0024600224620658574,0.03967127668176127,0.8739980141322504,0.9499999999999997,1.0,watchlist,False,"sample_count=29, t_stat=0.87"
event_type,order_contract,1,21,0.003876516460719303,0.00120481927710836,0.5714285714285714,0.006314956964678111,0.02346789561477475,0.7569673227455685,0.9499999999999998,1.0,watchlist,False,"sample_count=21, t_stat=0.76"
event_type,capacity_operation,1,12,-0.0021186549551020137,-0.004172461752433965,0.4166666666666667,-0.0048275010457438025,0.020244333091336605,-0.3625328638279153,0.9499999999999997,1.0,data_insufficient,False,"sample_count=12, minimum=20"
event_type,public_opinion_risk,1,11,-0.010904811781180796,-0.008174386920980825,0.36363636363636365,-0.014206344945195194,0.059815741296058024,-0.6046429970434445,0.9499999999999997,1.0,data_insufficient,False,"sample_count=11, minimum=20"
event_type,performance_miss,1,5,0.0012956410141946374,-0.02840909090909094,0.4,0.001526754078352619,0.059558617978186415,0.04864352935854,0.95,1.0,data_insufficient,False,"sample_count=5, minimum=20"
event_type,performance_beat,1,3,-0.0024217308133391477,-0.005412719891745743,0.3333333333333333,0.0013585603035810468,0.018391340387337668,-0.2280725995287671,0.9499999999999998,1.0,data_insufficient,False,"sample_count=3, minimum=20"
event_type,industry_policy,1,1,-0.010736196319018454,-0.010736196319018454,0.0,-0.013793404775965747,0.0,0.0,0.95,1.0,data_insufficient,False,"sample_count=1, minimum=20"
