date,symbol,open,high,low,close,volume,amount,turnover
2025-09-11,000630,27.64837446375632,27.897237147819013,26.733567389987694,27.218713695512957,177578000.0,4833444740.621799,5.927432551134428
2025-09-12,000630,27.078925859485047,27.730856797709933,26.952279397586533,27.65664783276444,32740700.0,905498009.6981908,5.042935965435794
2025-09-15,000630,27.590709569834477,27.869158634223663,27.41599031469788,27.650668675234407,109317500.0,3022701972.9049373,2.637681731829524
2025-09-16,000630,27.74431141610484,27.78985733065094,26.544363224237863,26.9497056883831,25855400.0,696795420.4554205,3.1054377263427497
2025-09-17,000630,26.976592060094116,28.286496626975936,26.747309587688264,27.86596709934619,32169600.0,896437015.1991272,1.1737618757043158
2025-09-18,000630,28.00259694161232,28.29343947908708,27.92403480974868,28.180178936223783,114845000.0,3236352649.93062,7.526478379309771
2025-09-19,000630,28.16383825004944,28.48126809711509,27.59157990784785,28.03598358955505,184865500.0,5182886124.27489,4.819127805743535
2025-09-22,000630,28.13224069360872,28.59492582779038,27.724445356743598,28.162221223222183,154517200.0,4351547569.192866,0.7099313578527545
2025-09-23,000630,28.054325865887414,29.31394986792403,27.55221228035533,28.88523258943025,88283500.0,2550089431.3089657,5.958622057349934
2025-09-24,000630,28.918854126118745,29.07791885679636,28.051301127605157,28.213153750974183,115456700.0,3257397628.680101,2.708293976894662
2025-09-25,000630,28.231221435429823,28.424002715452023,27.83313465434409,27.983795043349726,52869400.0,1479486453.664874,1.0767372847872765
2025-09-26,000630,27.91319646550864,28.338694519099796,27.41986420487896,27.69756952614482,125008000.0,3462417771.324312,3.967924929276391
2025-09-29,000630,27.51261721757608,28.99721036089867,27.114744255045675,28.867593157147653,50718600.0,1464123910.300109,1.402550720382953
2025-09-30,000630,28.810278053433567,29.42055394836308,28.77672856816821,28.99105078312696,143081700.0,4148088830.836137,7.721662674613906
2025-10-01,000630,28.88300004693358,29.964348545867985,28.557749650012305,29.566595260330445,197116100.0,5828051947.994822,5.604713469524328
2025-10-02,000630,29.511835334426,29.767353031147717,28.995478974855445,29.3584191098932,131921800.0,3873015494.131509,6.225119770860182
2025-10-03,000630,29.28747621681936,29.6232554096852,28.96939154965827,29.030811444862863,249403400.0,7240383079.107711,7.357557990631513
2025-10-06,000630,28.90996258179189,29.989123847156037,28.859154077059337,29.9449297121468,102707400.0,3075565873.917346,0.886385387437773
2025-10-07,000630,29.995962805702067,30.130139120092966,28.867908748217687,29.006662490272745,120609600.0,3498481960.2868,2.7223244709394163
2025-10-08,000630,28.94052245014767,29.259710771621943,28.6519212978554,29.123558005902243,190774800.0,5556040953.864399,5.769786436270686
2025-10-09,000630,29.171012407912425,29.57234635498359,27.950631370278277,28.114723163562417,201068200.0,5652976779.995801,3.1855165224479585
2025-10-10,000630,28.24059053927987,28.5266206400551,27.534196462155336,27.924653650825316,139945800.0,3907937994.887669,5.386879374709178
2025-10-13,000630,27.98229557640717,28.138582242426214,27.8539658892412,28.001386798723573,153709500.0,4304079164.138401,3.761173993663926
2025-10-14,000630,28.04655875722513,28.29454858463788,27.684534266111328,27.736130748709467,134376100.0,3727073079.1016574,4.014076355694548
2025-10-15,000630,27.69746755680812,28.500100084075942,27.304471641740257,28.008914418405787,223754300.0,6267115039.450295,5.832133788704352
2025-10-16,000630,27.983894680380587,28.19447294369482,26.77945961208044,27.05208380362189,148211800.0,4009438034.285648,2.437339667653089
2025-10-17,000630,27.09459562507008,27.39387194872614,26.409078434032637,26.59725078728688,234275400.0,6231081567.0919485,1.6558901674173825
2025-10-20,000630,26.510644146324143,26.855672960833843,26.074737062734023,26.712683927144063,149531600.0,3994390367.920135,7.012254280695954
2025-10-21,000630,26.8593090842682,27.67805894253478,26.5071862519084,27.357563563009023,124181200.0,3397295072.330736,1.8001875890947223
2025-10-22,000630,27.493195000168303,27.738893718765095,27.259263472852812,27.670856001862123,132115000.0,3655735140.686015,5.807058835291967
2025-10-23,000630,27.55539037137915,28.411087239532407,27.35666196529545,28.30084297354294,188854900.0,5344752869.6841545,1.0633915958070466
2025-10-24,000630,28.33032183333051,28.39722877457774,27.719562224024276,28.066135940788893,28564100.0,801683913.626288,1.895848681941799
2025-10-27,000630,28.174332177281133,28.37675605944957,27.087983566785592,27.15003582076862,7231600.0,196338199.04147035,5.0282741664022295
2025-10-28,000630,27.23392956618283,27.74013935840913,26.88246906903424,27.28559023770517,29525100.0,805609780.3272688,7.7399814460477
2025-10-29,000630,27.29039657154536,28.02457661080905,27.066908954453904,27.75671316697288,75849700.0,2105338366.7009428,2.017258366999558
2025-10-30,000630,27.73605633746651,28.25961720802976,27.3967046474938,27.78746901730555,219310400.0,6094080945.172887,6.355999140766467
2025-10-31,000630,27.678188319590728,27.76941360257804,27.16936745090761,27.53680925226813,137686000.0,3791433118.7077904,3.0271733921025654
2025-11-03,000630,27.49898150519068,27.93033826639476,27.414960750369254,27.513975925054798,143804200.0,3956625296.7217646,7.955530945291318
2025-11-04,000630,27.55650612656643,27.87259873349128,27.017157230353146,27.19437936917923,232324200.0,6317912431.44107,4.896260105992714
2025-11-05,000630,27.046662058083747,27.41102579985689,26.62400035482476,26.88600999389667,140301700.0,3772152908.360693,4.567099518719909
2025-11-06,000630,26.81908713390695,27.097926981990607,26.74770552990653,26.91674176070517,129132200.0,3475818080.391732,4.219564310912891
2025-11-07,000630,26.84050754866692,26.969094957168537,25.78158697956565,25.93043253478791,143416900.0,3718862249.798424,4.705570148430023
2025-11-10,000630,25.932049324316196,26.144361144547247,25.775995432636723,25.92935916133494,6625900.0,171805340.86708918,7.208185024387481
2025-11-11,000630,25.88337672131998,26.685505854760464,25.58774988620744,26.27247905995805,128454700.0,3374823415.903193,2.7939133362513564
2025-11-12,000630,26.34086221902997,26.4105588926402,25.507275292215827,25.82767506581693,37637600.0,972091703.0571913,5.066250583568035
2025-11-13,000630,25.92072532362964,26.645260058216493,25.8633465046706,26.42768904383858,227186300.0,6004008891.420225,1.4060144280429103
2025-11-14,000630,26.363450372187103,27.435855072035224,25.901006115623076,27.375116394899155,5068600.0,138753514.95918587,4.506773358325463
2025-11-17,000630,27.424068159056475,27.660996847130164,26.55479384629601,26.81906973723076,139393900.0,3738414725.044571,7.387561261157789
2025-11-18,000630,26.723758177051867,27.766724041702584,26.40118149023965,27.38511141763472,226499300.0,6202708566.516273,7.365001953599159
2025-11-19,000630,27.21680453679281,27.565367083058984,27.09876986106017,27.148872803133923,141989800.0,3854863019.542425,5.685805486228263
2025-11-20,000630,27.14378278347029,27.50630409701069,26.756234326539985,27.30811150064692,78632700.0,2147310539.1969187,7.892083224605667
2025-11-21,000630,27.394849889240867,27.703131378114,26.669803554176227,27.144303991782145,206864800.0,5615201016.399215,6.601157032508872
2025-11-24,000630,27.155201634779505,27.91628833456157,26.750669906363107,27.48376309857886,43579700.0,1197734150.707137,1.8850044194068725
2025-11-25,000630,27.44301158256917,27.64605653920404,26.812111532666584,27.26546559642054,43352700.0,1182031550.3619409,7.5759397721058335
2025-11-26,000630,27.355493751254876,27.518973169336,27.09483694465837,27.20455059987646,26128500.0,710814100.3488721,3.271746242704994
2025-11-27,000630,27.084662746901596,28.488692594870844,27.03090290612173,28.09642549113778,103748500.0,2914962000.067308,7.809594947278793
2025-11-28,000630,27.987968702401368,29.001305577500503,27.50603522460054,28.78980454233078,100640500.0,2897420324.042441,7.730408189669817
2025-12-01,000630,28.7304893341374,29.97935514902776,28.23200954115745,29.742743000859267,232681000.0,6920571184.182935,7.1451789851507215
2025-12-02,000630,29.680090031763825,31.45671678900549,29.407042796516677,30.922662897809087,92235200.0,2852157996.9120007,2.450085715224766
