date,symbol,shares,close,market_value,weight
2022-01-10,000001,22700,8.893868548820626,201890.8160582282,0.2033070579006967
2022-01-10,000858,7500,26.50067845813569,198755.08843601766,0.2001493334945221
2022-01-10,000333,1900,100.41870313259992,190795.53595193985,0.19213394562627295
2022-01-10,002594,1600,119.23471951905098,190775.55123048156,0.19211382071419436
2022-01-10,300750,5500,35.25656944856731,193911.13196712022,0.19527139720441095
2022-01-11,000001,22700,9.04888044933691,205409.58619994784,0.2057324262106039
2022-01-11,000858,7500,26.95326053349284,202149.4540011963,0.20246717009756357
2022-01-11,000333,1900,97.13427088091856,184555.11467374527,0.18484517793851374
2022-01-11,002594,1600,117.9900443755442,188784.07100087072,0.18908078087026448
2022-01-11,300750,5500,36.47758163142456,200626.6989728351,0.20094202177170015
2022-01-12,000001,22700,9.06551753720477,205787.24809454827,0.20815176732166749
2022-01-12,000858,7500,26.4241370826859,198181.02812014424,0.20045815100204914
2022-01-12,000333,1900,93.35845966221186,177381.07335820253,0.17941920235971293
2022-01-12,002594,1600,119.45203922367575,191123.2627578812,0.19331929110135337
2022-01-12,300750,5500,36.22944417011102,199261.94293561063,0.20155148565347578
2022-01-13,000001,22700,9.292809539326171,210946.7765427041,0.21360610880725922
2022-01-13,000858,7500,26.593114438742305,199448.3582905673,0.20196273401608253
2022-01-13,000333,1900,92.53708990973122,175820.4708284893,0.17803697803711604
2022-01-13,002594,1600,116.456399912056,186330.2398592896,0.18867924005185616
2022-01-13,300750,5500,36.01792740835649,198098.6007459607,0.20059596054998838
2022-01-14,000001,22700,9.058769276648196,205634.06257991405,0.20985471938184025
2022-01-14,000858,7500,27.017161918871896,202628.71439153922,0.20678768616368834
2022-01-14,000333,1900,92.33562728999188,175437.69185098456,0.17903856554931616
2022-01-14,002594,1600,115.86689753814473,185387.03606103157,0.18919212090409276
2022-01-14,300750,5500,35.25352056364485,193894.36310004667,0.19787406156150816
2022-01-17,601318,2300,80.41172397925473,184946.96515228588,0.18796683784587237
2022-01-17,600036,4700,42.0244970872376,197515.1363100167,0.2007402260876267
2022-01-17,000333,2100,93.5488669631505,196452.62062261606,0.19966036130715906
