date,symbol,future_return_5d,future_return_20d,excess_return_5d,excess_return_20d
2022-01-03,000001,-0.017710560972491574,0.04839459743413577,-0.0139924659361098,0.08033802522593696
2022-01-03,000333,-0.016996719502597513,-0.15020724977929867,-0.013278624466215739,-0.11826382198749748
2022-01-03,000858,-0.003483915981841723,0.09011066379082466,0.00023417905454005145,0.12205409158262585
2022-01-03,002594,-0.009566884704739542,-0.098822274274742,-0.005848789668357768,-0.0668788464829408
2022-01-03,300750,-0.030020105334768066,-0.06684013928388455,-0.026302010298386292,-0.03489671149208336
2022-01-03,600036,-0.015263043723919845,-0.10920281903664164,-0.011544948687538071,-0.07725939124484045
2022-01-03,600519,0.06177990571121672,0.02378411120952406,0.0654980007475985,0.05572753900132525
2022-01-03,600900,-0.010350848789147604,0.04638422396866737,-0.00663275375276583,0.07832765176046856
2022-01-03,601318,-0.0700336958039256,-0.16269417438928846,-0.06631560076754382,-0.13075074659748726
2022-01-03,601888,0.074464918738397,0.059658782442691516,0.07818301377477878,0.0916022102344927
2022-01-04,000001,0.0037583102622824605,0.032147825285335774,-0.0020310362937755342,0.06127334418953012
2022-01-04,000333,-0.028797225448095154,-0.15392564002985043,-0.034586572004153146,-0.12480012112565608
2022-01-04,000858,0.0012525990379825824,0.09427488684725205,-0.004536747518075412,0.1234004057514464
2022-01-04,002594,-0.011926461630677232,-0.08809637591694275,-0.017715808186735228,-0.0589708570127484
2022-01-04,300750,0.014917237440731146,-0.017553432114215783,0.00912789088467315,0.011572086789978564
2022-01-04,600036,-0.021765326091816917,-0.10298110307824226,-0.027554672647874912,-0.07385558417404792
2022-01-04,600519,0.05524644488896713,0.02114830562954717,0.049457098332909136,0.05027382453374152
2022-01-04,600900,0.062360868613871245,0.056047352984767373,0.05657152205781325,0.08517287188896172
2022-01-04,601318,-0.05322276760261657,-0.13724451748936484,-0.059012114158674564,-0.10811899858517049
2022-01-04,601888,0.03606978608995126,0.004927508839770223,0.030280439533893266,0.03405302774396457
2022-01-05,000001,-0.007259801335259608,0.06322551641255014,-0.0031657729142650195,0.08650618892611903
2022-01-05,000333,-0.06998363422176224,-0.1483690929132926,-0.06588960580076765,-0.1250884203997237
2022-01-05,000858,0.005572466877314053,0.17004192202736101,0.009666495298308642,0.1933225945409299
2022-01-05,002594,-0.029477269502232173,-0.10661808290686425,-0.025383241081237583,-0.08333741039329537
2022-01-05,300750,0.03534438350914382,-0.012683147771207381,0.0394384119301384,0.010597524742361496
2022-01-05,600036,-0.07625131797063556,-0.10450178962805279,-0.07215728954964097,-0.0812211171144839
2022-01-05,600519,0.06063686605746299,0.014140287687138153,0.06473089447845758,0.03742096020070703
2022-01-05,600900,0.06581516725217029,0.020259656621025135,0.06990919567316488,0.04354032913459401
2022-01-05,601318,-0.04203811638591315,-0.1261021589712471,-0.03794408796491856,-0.10282148645767822
2022-01-05,601888,0.016700971509765683,-0.002199835693099117,0.020794999930760272,0.02108083682046976
2022-01-06,000001,0.05642922549839202,0.06797133014365864,0.04870699991122347,0.09148621318077656
2022-01-06,000333,-0.07903363194168833,-0.17178840255137517,-0.08675585752885688,-0.14827351951425727
2022-01-06,000858,-0.008227771477179902,0.15220474194965572,-0.015949997064348454,0.17571962498677363
2022-01-06,002594,-0.041582328724007134,-0.06306665912980636,-0.04930455431117568,-0.03955177609268844
2022-01-06,300750,0.026080743320752164,-0.02631820374725169,0.018358517733583612,-0.0028033207101337727
2022-01-06,600036,-0.06308153859363841,-0.0939460925531167,-0.07080376418080696,-0.07043120951599878
2022-01-06,600519,0.06483795653186042,-0.04012571381432872,0.05711573094469187,-0.016610830777210806
2022-01-06,600900,0.08391972943010373,0.05939347985808863,0.07619750384293518,0.08290836289520655
2022-01-06,601318,0.010558315234433069,-0.10673777239749949,0.002836089647264517,-0.08322288936038157
2022-01-06,601888,0.027321556592657892,-0.012735538129204027,0.01959933100548934,0.01077934490791389
2022-01-07,000001,0.0339883254112856,0.03768654045232478,0.03281312781368221,0.07531068460984275
2022-01-07,000333,-0.09005422799475737,-0.18682994941632147,-0.09122942559236077,-0.1492058052588035
2022-01-07,000858,0.010923111889621806,0.12201770122564248,0.009747914292018411,0.15964184538316045
2022-01-07,002594,-0.03803133132276393,-0.057617496158910764,-0.03920652892036732,-0.019993352001392795
2022-01-07,300750,-0.022306904139851702,-0.05564699561537789,-0.023482101737455095,-0.018022851457859923
2022-01-07,600036,-0.05640827189416353,-0.1160674205380754,-0.057583469491766924,-0.07844327638055743
2022-01-07,600519,0.06717854358935615,-0.06050107485194656,0.06600334599175275,-0.022876930694428588
2022-01-07,600900,0.06964793614061904,0.05828394077473287,0.06847273854301564,0.09590808493225084
2022-01-07,601318,-0.01677264053044114,-0.11393534776619685,-0.017947838128044534,-0.07631120360867888
2022-01-07,601888,0.05358743482712902,-0.0036313396810508936,0.05241223722952563,0.033992804476467076
2022-01-10,000001,0.040212624709188516,0.030135048891505756,0.036124717306419994,0.062374775829059884
2022-01-10,000333,-0.06841191884720921,-0.16743493423267253,-0.07249982624997772,-0.1351952072951184
2022-01-10,000858,0.03386447393346037,0.12504619754637059,0.02977656653069185,0.1572859244839247
2022-01-10,002594,-0.016127888334259266,-0.06406466626664409,-0.020215795737027788,-0.03182493932908996
2022-01-10,300750,0.02016597709382406,-0.02109706953206225,0.01607806969105554,0.011142657405491876
2022-01-10,600036,-0.03306167144156058,-0.10871850523630766,-0.0371495788443291,-0.07647877829875353
2022-01-10,600519,0.012657945062977793,-0.049860598031203796,0.008570037660209274,-0.017620871093649668
2022-01-10,600900,0.0350034107886501,0.05362389741422491,0.03091550338588158,0.08586362435177904
2022-01-10,601318,-0.03770730635049979,-0.08762103472002913,-0.041795213753268314,-0.055381307782475006
2022-01-10,601888,0.054283427413113206,-0.03240560520872304,0.050195520010344684,-0.00016587827116891496
2022-01-11,000001,0.029121208212622207,0.009448747112087208,0.035889898034811255,0.0548532408217562
2022-01-11,000333,-0.036863224493615565,-0.1642366037083608,-0.03009453467142652,-0.1188321099986918
2022-01-11,000858,0.015840947618407375,0.12888663530190025,0.02260963744059642,0.17429112901156923
2022-01-11,002594,-0.004737154438966273,-0.05101884028204762,0.0020315353832227713,-0.005614346572378623
2022-01-11,300750,-0.03344250295240003,-0.06439389449976662,-0.02667381313021099,-0.01898940079009763
2022-01-11,600036,-0.02091603855783608,-0.10130879337191279,-0.014147348735647037,-0.05590429966224379
2022-01-11,600519,0.015857192311161894,-0.07589842660994661,0.022625882133350938,-0.030493932900277618
2022-01-11,600900,-0.039860127213306895,0.004082982067937113,-0.03309143739111785,0.04948747577760611
2022-01-11,601318,-0.05451378557999065,-0.0888533378023022,-0.0477450957578016,-0.04344884409263321
2022-01-11,601888,0.06182658687203357,-0.050753405304277854,0.06859527669422262,-0.00534891159460886
2022-01-12,000001,0.052389828919588766,0.02386963245686835,0.04683051653983572,0.06839151589693136
2022-01-12,000333,-0.012486977997517634,-0.1420458204538536,-0.01804629037727068,-0.0975239370137906
2022-01-12,000858,0.04642424367633291,0.14370429072745505,0.040864931296579865,0.18822617416751808
2022-01-12,002594,-0.018998718750454224,-0.05421732520045752,-0.02455803113020727,-0.00969544176039451
2022-01-12,300750,-0.0023420549929243917,-0.08496436820297348,-0.007901367372677437,-0.04044248476291047
2022-01-12,600036,0.014469503205668088,-0.0612220052309812,0.008910190825915043,-0.01670012179091819
2022-01-12,600519,0.051738216166336004,-0.10271349910676064,0.04617890378658296,-0.05819161566669763
2022-01-12,600900,-0.04458821209393127,0.0016604408516807112,-0.05014752447368431,0.04618232429174372
2022-01-12,601318,-0.07198881580990679,-0.133852956231872,-0.07754812818965984,-0.08933107279180898
2022-01-12,601888,0.040976111474338994,-0.03543722400973581,0.03541679909458595,0.0090846594303272
2022-01-13,000001,0.05254713046054782,-0.0073899290765334635,0.05107969330353614,0.04084045353520267
2022-01-13,000333,-0.048320090136390825,-0.1397394693391958,-0.0497875272934025,-0.09150908672745965
2022-01-13,000858,0.0478815698154218,0.10571792231979882,0.04641413265841012,0.15394830493153494
2022-01-13,002594,0.007825017069697626,-0.0172711997899323,0.0063575799126859515,0.030959182821803835
2022-01-13,300750,0.024873376857863727,-0.07175298754059756,0.02340593970085205,-0.02352260492886142
2022-01-13,600036,0.016345455377087426,-0.03448502911740969,0.01487801822007575,0.013745353494326443
2022-01-13,600519,-0.009465687210478246,-0.11167882545902907,-0.010933124367489921,-0.06344844284729294
2022-01-13,600900,-0.04183476667318753,0.019189290761519873,-0.043302203830199205,0.06741967337325601
2022-01-13,601318,-0.06548476238653156,-0.1610833858382107,-0.06695219954354323,-0.11285300322647455
2022-01-13,601888,0.030307128396086513,-0.06381021303777146,0.028839691239074837,-0.015579830426035321
2022-01-14,000001,0.08547485364251961,-0.002390363339630941,0.07728121315061202,0.04382139713511842
2022-01-14,000333,-0.054030243428017766,-0.15961865800332165,-0.06222388391992535,-0.11340689752857228
2022-01-14,000858,0.07781186018707476,0.08960407409076887,0.06961821969516717,0.13581583456551824
2022-01-14,002594,-0.00372163914181578,-0.007639946795088948,-0.011915279633723363,0.038571813679660415
2022-01-14,300750,0.04637068573722236,-0.010201869872618063,0.038177045245314775,0.0360098906021313
2022-01-14,600036,0.018574727638878574,-0.06788183726715113,0.010381087146970992,-0.021670076792401773
